Flux Density (Jy/b),REDSHIFT
0.0003,1.955899953842160
0.00027,2.020699977874760
0.00066,1.8233000040054300
0.00057,1.8697999715805100
-0.00001,1.7905999422073400
0.00015,1.7269999980926500
0.0001,1.876099944114690
-0.00002,1.732300043106080
0.00019,1.766800045967100
-0.00005,2.040299892425540
-0.00021,1.879699945449830
0.00036,1.7680000066757200
-0.00068,1.8446999788284300
-0.00053,1.6994999647140500
-0.00072,1.8206000328064000
0.00037,1.989300012588500
-0.0002,1.7066999673843400
-0.00024,1.6678999662399300
-0.00013,1.9912999868392900
0.00039,1.707200050354000
-0.00052,1.860700011253360
-0.00069,1.8741999864578200
0.00037,1.9316999912262000
-0.00065,1.988800048828130
-0.0005,1.8305000066757200
0.00002,1.875100016593930
0.0011,1.8425999879837000
0.00001,2.0097999572753900
0.0004,1.7997000217437700
0.00026,1.8983999490737900
0.001,1.9342999458313000
-0.00032,1.7303999662399300
0.00057,1.7107000350952100
0.00035,1.7822999954223600
0.00118,1.909999966621400
0.00047,1.8549000024795500
-0.00072,1.847100019454960
-0.00023,1.9198999404907200
0.00124,1.936400055885320
-0.00057,1.9230999946594200
-0.0007,1.875599980354310
0.00006,1.8992999792099
0.00096,1.764799952507020
0.00038,1.8696999549865700
-0.00105,1.8086999654769900
-0.00107,1.854699969291690
0.00014,2.051300048828130
0.00324,2.0822999477386500
0.00069,1.6856000423431400
-0.00021,1.823199987411500
-0.00027,1.8287999629974400
-0.00038,1.9889999628067000
-0.00072,1.841599941253660
-0.00099,1.8028000593185400
0.00119,1.7976000308990500
0.00002,1.7871999740600600
0.10929,1.8629000186920200
-0.00041,1.9579999446868900
0.00007,1.8664000034332300
0.00009,1.8065999746322600
0.0003,1.8971999883651700
-0.00054,1.9539999961853000
0.00134,1.8177000284194900
-0.00039,1.848099946975710
0.00086,1.6704000234603900
0.00018,1.8166999816894500
0.0003,1.6589000225067100
-0.00037,1.8535000085830700
-0.00014,1.8977999687194800
-0.00068,1.8804999589920000
0.02991,1.7537000179290800
-0.00036,1.8743000030517600
0.03854,2.024899959564210
-0.00014,1.7338000535965000
0.00002,1.7832000255584700
-0.00051,1.9457000494003300
-0.00024,2.0429000854492200
0.00061,1.9473999738693200
0.00021,1.687999963760380
0.00028,1.7692999839782700
-0.00004,1.767699956893920
0.00001,1.6605000495910600
0.00077,2.001499891281130
0.00008,1.8874000310897800
-0.0001,1.7431000471115100
0.00003,1.8235000371933000
-0.00068,1.9178999662399300
0.00019,1.651900053024290
0.00109,1.780500054359440
-0.00045,1.8180999755859400
-0.00009,1.8476999998092700
0.00045,1.937399983406070
0.02888,1.7515000104904200
-0.00013,1.9534000158309900
0.00018,1.9859999418258700
-0.00076,1.683500051498410
-0.0001,1.944700002670290
0.00094,2.0251998901367200
0.00032,1.6597000360488900
0,1.7426999807357800
0.00025,1.919700026512150
0.00046,1.7266000509262100
0.00037,1.8832000494003300
0.00068,1.9470000267028800
0.00008,1.894700050354000
0.00048,1.768399953842160
0.01115,1.6852999925613400
0.0011,1.7242000102996800
-0.00056,1.7524000406265300
0.00268,1.8631999492645300
0.0007,2.0067999362945600
0.01233,1.8062000274658200
0.0002,1.68340003490448
0.00111,1.8286999464035000
0.00088,1.6523000001907300
-0.0008,1.7481000423431400
-0.00068,1.6605000495910600
0.0016,1.9354000091552700
-0.00013,1.936400055885320
0.1332,1.6627999544143700
0.00043,1.7659000158309900
0.00337,1.9845000505447400
0.00096,2.05679988861084
-0.00019,1.6634999513626100
-0.0002,2.039099931716920
0.00011,2.0285000801086400
-0.00046,1.930899977684020
-0.0003,1.7173000574111900
0.00113,1.6922999620437600
-0.00021,1.8274999856948900
-0.00036,1.7045999765396100
-0.00013,1.6723999977111800
0.70743,1.7243000268936200
-0.00058,1.917799949646000
-0.00087,1.937399983406070
0.00088,1.7903000116348300
0.00025,1.8271000385284400
0.00486,2.042099952697750
-0.00051,1.6574000120163000
0.00011,1.9664000272750900
0.00007,1.8544000387191800
0.00058,1.7309999465942400
0.00078,1.7824000120163000
0.0006,1.8658000230789200
-0.00012,1.7562999725341800
0.00092,1.7237000465393100
-0.00006,1.6411000490188600
0.00079,1.7920000553131100
0.00096,1.6770000457763700
0.0005,1.6917999982833900
0.00015,1.9419000148773200
-0.00027,2.00219988822937
0.00086,1.680799961090090
-0.00048,2.009000062942510
-0.0006,1.80840003490448
0.00018,1.8217999935150100
0.00076,1.8579000234603900
0.00108,1.9644999504089400
-0.00082,1.7865999937057500
0.00116,1.7028000354766800
0.00039,2.0051000118255600
-0.00046,2.055299997329710
0.00033,1.8468999862670900
-0.00008,1.7144999504089400
0.00002,1.8207000494003300
0.0007,1.958799958229070
0.00008,1.8458000421524000
-0.00066,1.9192999601364100
-0.00029,1.7381999492645300
0.00012,1.9228999614715600
0.00024,1.8312000036239600
-0.00026,1.8065999746322600
0.00093,1.9315999746322600
-0.00074,1.9551000595092800
0.00015,1.6719000339508100
-0.00017,1.8049999475479100
0.00021,1.8621000051498400
-0.00052,1.7032999992370600
-0.00035,1.687999963760380
0.00005,1.9895000457763700
0.00014,1.9754999876022300
-0.0001,1.9327000379562400
0.00052,1.7935999631881700
-0.00013,1.7135000228881800
0.00059,1.781999945640560
0.00012,1.8598999977111800
0.0794,1.7137000560760500
0.00032,1.867400050163270
0.00229,1.7491999864578200
0.00043,1.6988999843597400
-0.00003,1.7706999778747600
0.00021,1.8941999673843400
-0.00007,1.8315000534057600
-0.00027,1.8454999923706100
0.0009,1.7541999816894500
-0.00055,1.6917999982833900
-0.00006,1.6995999813079800
0.00022,1.8712999820709200
-0.00064,1.9852999448776200
-0.00041,1.9457999467849700
0.00079,1.982200026512150
0.00064,1.6837999820709200
0.00041,1.8758000135421800
-0.00007,1.807800054550170
0.00046,1.8432999849319500
0.00122,1.9872000217437700
0.00031,1.7005000114440900
0.00022,1.9239000082016000
0.00033,2.0732998847961400
-0.00036,1.794800043106080
0.00164,1.9114999771118200
0.00002,1.7585999965667700
0.0001,1.9831000566482500
0.00074,1.7005000114440900
0.00035,1.768399953842160
0.0004,1.8125
-0.00029,1.9627000093460100
0.00006,1.6569000482559200
0.00035,1.6848000288009600
-0.00053,1.8691999912262000
0.00018,2.061000108718870
-0.00006,1.795799970626830
-0.00027,1.6619000434875500
0.0125,1.7425999641418500
-0.0002,1.832200050354000
0.00346,1.6536999940872200
0.00039,1.8241000175476100
0.00042,1.8295999765396100
-0.00053,1.9177000522613500
0.00111,1.6786999702453600
-0.00055,1.8464000225067100
0.00042,1.9764000177383400
0.00091,1.9723999500274700
0.00164,1.694700002670290
0.00044,1.9600000381469700
0.00018,2.05049991607666
0.00061,1.8870999813079800
0.00003,2.023200035095220
-0.00013,1.753499984741210
0.00037,2.033600091934200
0.00018,1.926900029182430
-0.00099,2.005500078201290
0.01051,2.00219988822937
-0.00021,1.8680000305175800
-0.00012,2.0683999061584500
0.00067,1.872499942779540
0.00008,1.8907999992370600
-0.00026,1.7400000095367400
-0.00036,1.7950999736785900
-0.0004,1.714400053024290
-0.00001,1.9215999841690100
-0.00063,2.03410005569458
0.0003,1.799299955368040
0.00053,1.73580002784729
0.00087,1.9277000427246100
-0.00046,2.0717999935150100
-0.00001,1.684399962425230
0.00019,1.7913999557495100
-0.00003,1.801800012588500
0.00084,1.8603999614715600
0.0011,1.9987000226974500
0.00048,1.6571999788284300
-0.00051,1.9551000595092800
0.00031,1.9586999416351300
0.18295,1.9438999891281100
0.00004,1.7473000288009600
-0.00035,1.8552000522613500
-0.00044,1.938599944114690
0.00042,1.832900047302250
-0.00051,1.854200005531310
-0.00111,1.881100058555600
0.0003,1.9627000093460100
-0.00073,1.6545000076293900
-0.00018,1.659999966621400
0.00034,1.722499966621400
0.00081,1.9412000179290800
0.00006,1.8941999673843400
0.00053,1.8664000034332300
-0.00004,1.7903000116348300
-0.0005,1.9918999671936000
0.00018,1.6878999471664400
-0.00025,2.0060999393463100
0.00004,1.9362000226974500
0.00089,1.8243999481201200
0.00118,1.9884999990463300
0.00059,2.063699960708620
0.1959,1.6540000438690200
-0.0004,1.7412999868392900
-0.00006,1.8911000490188600
0.00314,1.7756999731063800
0.00173,1.7079999446868900
0.00068,2.031899929046630
0.00025,1.6719000339508100
0.00006,1.8442000150680500
-0.00052,2.002700090408330
0.00038,1.7604000568389900
0.00011,1.638800024986270
-0.00012,1.7594000101089500
-0.00072,1.8314000368118300
0.00094,1.8253999948501600
-0.00004,1.9315999746322600
0.03388,1.7965999841690100
-0.00016,2.0618999004364000
0.00001,1.7340999841690100
0.00046,1.6708999872207600
-0.00058,1.662500023841860
0.00024,2.0427000522613500
-0.00029,1.7130000591278100
0.00014,1.6821000576019300
0,2.0785999298095700
0.00169,2.0237998962402300
0.00007,1.840999960899350
0.00037,1.836400032043460
0.00071,1.6606999635696400
-0.00047,1.6620999574661300
0.00026,2.0169999599456800
0.00601,1.731600046157840
-0.00007,1.9151999950408900
0.00028,1.712399959564210
0.00008,1.777400016784670
-0.00256,1.9211000204086300
-0.00039,2.0218000411987300
0.00021,1.854200005531310
0.00137,1.7383999824523900
0.00514,1.9637999534606900
-0.00284,1.982699990272520
0.00012,1.8732999563217200
-0.00023,1.8000999689102200
0.00085,1.7747999429702800
0.00221,1.8974000215530400
0.00061,1.7127000093460100
0.00054,1.7615000009536700
-0.00021,1.7479000091552700
0.00308,1.7753000259399400
0.0003,1.9946000576019300
0.00017,2.029099941253660
0.00044,1.8033000230789200
-0.00024,2.0106000900268600
0.00095,1.8698999881744400
0.00092,1.9921000003814700
0.0038,1.8408000469207800
0.00068,1.7214000225067100
0.00032,1.9050999879837000
-0.0003,1.9890999794006300
0.00016,2.0525999069213900
-0.00033,1.9781999588012700
-0.00022,1.8690999746322600
0.00005,1.7027000188827500
-0.00037,1.6800999641418500
0.00003,1.7831000089645400
0.00056,1.819000005722050
0.0008,1.9657000303268400
-0.00125,1.9567999839782700
0.0053,1.7740999460220300
0.00056,1.8724000453949000
0.00051,1.7178000211715700
0.00003,1.8056000471115100
-0.00044,1.961300015449520
0.00073,1.7760000228881800
0.0005,1.9226000308990500
-0.00015,1.906999945640560
0.10192,1.8514000177383400
-0.00017,2.0445001125335700
0.0046,2.067500114440920
0.00053,1.666200041770940
0.00025,1.9174000024795500
-0.00011,1.7462999820709200
-0.00004,1.692199945449830
-0.00006,1.7924000024795500
0.00976,1.7329000234603900
-0.0004,1.7333999872207600
0.00044,1.9417999982833900
-0.00039,1.7608000040054300
0.00111,1.7415000200271600
0.00053,2.0318000316619900
0.00039,2.0583999156951900
-0.00027,1.7143000364303600
0.00062,1.8964999914169300
-0.00012,1.7263000011444100
0.00045,1.7164000272750900
-0.00012,2.015199899673460
0.0007,1.9061000347137500
-0.00032,1.940999984741210
0.00012,1.8930000066757200
0.00041,1.9983999729156500
0.05079,1.884600043296810
0.00014,1.819000005722050
0.00001,1.67330002784729
0.00002,1.6651999950408900
0.0005,1.6746000051498400
0.00052,1.9098999500274700
0.00044,1.7913000583648700
-0.00011,2.0423998832702600
0.00025,2.009200096130370
0.00063,1.6806999444961500
-0.00016,1.832800030708310
-0.00018,1.7372000217437700
-0.00006,1.9255000352859500
-0.00023,1.8828999996185300
0.00062,1.7661999464035000
0.00043,2.0439999103546100
0.00062,1.736799955368040
0.00033,1.8738000392913800
-0.0005,1.996500015258790
-0.00029,1.9661999940872200
0.0005,2.0143001079559300
0.00066,1.8918999433517500
0.00019,1.874400019645690
-0.00122,2.0255000591278100
0.00009,1.7894999980926500
0.00042,1.841599941253660
0.0003,1.7152999639511100
-0.00064,1.6979999542236300
0.00018,1.9358999729156500
-0.00012,1.6819000244140600
-0.00029,1.6576999425888100
0.1159,2.0332999229431200
-0.00072,1.6929999589920000
0.00011,1.757200002670290
-0.00012,1.731600046157840
-0.00019,1.7719000577926600
0.00114,2.077399969100950
0.00161,1.7604999542236300
0.00007,1.8041000366210900
-0.00002,1.7446000576019300
0.00143,1.6919000148773200
-0.00048,1.8808000087738000
0.00074,1.7649999856948900
0.0004,1.9589999914169300
0.00061,1.7206000089645400
0.0012,1.9079999923706100
-0.00045,1.6675000190734900
0.00003,1.9931000471115100
-0.00164,1.6996999979019200
0.00029,1.8040000200271600
0.00038,1.6993999481201200
-0.00009,1.6783000230789200
-0.00005,1.947700023651120
-0.00016,1.7274999618530300
0.08061,1.9112999439239500
-0.00034,1.8040000200271600
-0.00049,1.8703999519348100
-0.00091,1.7582000494003300
0.00048,1.7559000253677400
0.00088,1.6591999530792200
0.02408,1.717900037765500
-0.00003,1.983199954032900
0.00026,1.732800006866460
-0.00025,1.8061000108718900
0.0009,1.710800051689150
0.00023,1.8478000164032000
0.07355,1.7954000234603900
-0.00016,1.9767999649047900
0.00043,2.0585999488830600
0.00026,1.7648999691009500
-0.00008,1.9291000366210900
0.00008,1.93149995803833
-0.00023,1.8078999519348100
-0.00009,1.7105000019073500
-0.00032,1.7391999959945700
-0.00014,1.7711999416351300
-0.00007,1.781599998474120
0.00004,1.9198999404907200
0.00013,1.8653000593185400
0.00016,1.975000023841860
-0.00028,2.0250000953674300
0.00136,1.8626999855041500
0.00062,2.0450000762939500
-0.00096,1.822100043296810
-0.00032,1.7653000354766800
0,1.8388999700546300
-0.00033,1.8567999601364100
-0.00008,1.875599980354310
0.00009,1.7894999980926500
0.00017,1.6821000576019300
0.00009,1.7252999544143700
0.00029,1.815999984741210
0.00014,1.8628000020980800
-0.0004,1.9847999811172500
-0.00052,1.6792999505996700
-0.00024,1.8166999816894500
-0.00086,1.7670999765396100
-0.00028,1.7972999811172500
0.00065,1.993399977684020
0.0007,1.7101000547409100
-0.00064,1.9258999824523900
0.00009,1.7226999998092700
-0.00044,1.701799988746640
0.00021,1.8769999742507900
0.00077,2.071199893951420
0.00721,1.8039000034332300
0.00023,1.9115999937057500
-0.00009,2.009500026702880
0.00061,1.6490000486373900
0.0008,1.8680000305175800
-0.00042,1.9783999919891400
-0.0001,1.8144999742507900
-0.00072,1.7573000192642200
0.00025,1.7242000102996800
0.00043,1.756600022315980
0.00062,1.7380000352859500
0.00005,1.7721999883651700
0.00043,1.7204999923706100
0.00042,1.9239000082016000
-0.00147,2.0030999183654800
0.00023,1.7395999431610100
-0.00024,1.8370000123977700
0.00046,1.7680000066757200
0.01041,1.836400032043460
-0.00037,1.6748000383377100
-0.00002,1.829200029373170
-0.00041,1.8321000337600700
-0.0001,1.7120000123977700
0.00037,1.9437999725341800
0.00588,1.7690999507904100
0.00027,2.0381999015808100
0.00035,2.0764000415802
-0.0006,1.9591000080108600
0.00086,1.6825000047683700
-0.00007,2.00570011138916
0.00037,1.799299955368040
-0.00006,1.9204000234603900
-0.00049,2.0218000411987300
0.00028,1.6492999792099
-0.00003,1.6924999952316300
-0.00012,1.9163999557495100
0.00058,1.9186999797821000
0.00023,1.714400053024290
-0.00071,1.8214000463485700
-0.00016,1.8149000406265300
0.00068,1.8069000244140600
-0.00064,1.8171000480651900
-0.0002,1.8619999885559100
0.00072,1.8494000434875500
0.00033,1.944599986076360
-0.00002,1.9098999500274700
-0.00026,1.9838000535965000
0.0004,1.9536000490188600
0.01713,1.999500036239620
-0.00034,1.8573999404907200
0.00038,1.8707000017166100
0.00146,1.7898999452590900
0.00025,1.735700011253360
0.00056,2.036600112915040
0.00124,1.6552000045776400
0.00062,2.037100076675420
-0.00048,1.8758000135421800
0.00059,1.8909000158309900
0.0003,1.7080999612808200
0.00049,1.6520999670028700
-0.00052,1.8658000230789200
-0.00007,1.6518000364303600
0.00014,1.832800030708310
-0.00059,1.9398000240325900
0.00091,1.7000000476837200
0.00006,1.9651999473571800
0.00043,1.7344000339508100
-0.00007,1.8720999956131000
0.00002,1.8301000595092800
0.00155,1.9462000131607100
-0.00014,1.8812999725341800
0.00023,1.9045000076293900
-0.00041,1.9234000444412200
0.00031,2.0332999229431200
0.00068,1.8504999876022300
0.00038,1.774899959564210
-0.00043,1.6885000467300400
-0.00001,1.8739999532699600
0.03443,1.7714999914169300
-0.00035,1.6527999639511100
-0.00013,1.6619000434875500
-0.00043,1.7216999530792200
0.00019,1.9264999628067000
0.02433,1.7934999465942400
0.00093,1.961400032043460
0.00023,1.767699956893920
-0.00015,1.7401000261306800
-0.0006,1.9318000078201300
-0.00022,1.7020000219345100
0.00036,1.7487000226974500
-0.00055,1.8353999853134200
0.00024,1.736799955368040
0.00957,1.7976000308990500
0.00037,1.9879000186920200
-0.00029,1.7573000192642200
0.00005,1.9931999444961500
0.00316,1.7299000024795500
0.0002,2.0118000507354700
-0.00014,1.781999945640560
-0.00067,1.9500000476837200
0.00067,1.6775000095367400
0.00015,2.055299997329710
0.00122,2.0641000270843500
0.00035,1.854200005531310
0.00045,1.9700000286102300
-0.00033,1.8299000263214100
0.00022,1.7694000005722000
-0.00043,1.7211999893188500
0.0004,1.9316999912262000
0.00107,1.8138999938964800
0.00002,1.8854999542236300
-0.00013,1.6582000255584700
0.00015,1.9032000303268400
0.15981,1.700600028038030
