Flux Density (Jy/b),REDSHIFT
0.00073,1.9499000310897800
0.00001,2.037600040435790
-0.00012,1.8446999788284300
0.0006,1.7762000560760500
0.00028,1.6734999418258700
0.00013,1.9205000400543200
0.00045,1.6656999588012700
-0.00031,1.705399990081790
0.00059,1.6684999465942400
-0.00039,1.8508000373840300
0.00018,1.857699990272520
0.00093,1.7786999940872200
0.00063,1.8420000076293900
0.01962,1.8285000324249300
0.00033,1.9169000387191800
-0.00027,1.916700005531310
-0.00044,1.7484999895095800
0.00045,1.7014000415802000
0.00008,1.809000015258790
0.00078,1.7662999629974400
-0.00021,2.011899948120120
0.00027,1.7060999870300300
-0.0001,2.002700090408330
0.00041,1.7401000261306800
0.00058,2.0546998977661100
0.00002,2.0116000175476100
0.00057,1.7813999652862500
0.00009,1.7050000429153400
0.00018,1.876099944114690
0.00033,1.8726999759674100
0.00021,1.8061000108718900
-0.00079,1.6957000494003300
0.00058,1.6764999628067000
0.00005,1.8062000274658200
0.0006,1.9084999561309800
-0.00033,1.8407000303268400
0.00005,1.9315999746322600
0.00006,1.7226999998092700
0.00047,1.763200044631960
0.0018,1.679800033569340
-0.00023,1.6579999923706100
-0.00012,1.9258999824523900
-0.00032,2.0369999408721900
0.00019,2.0023000240325900
0.00035,1.7948999404907200
-0.00022,1.695199966430660
0.00013,1.9061000347137500
0.001,1.7740000486373900
0.00018,1.8223999738693200
0.00049,1.8708000183105500
0.00065,1.854699969291690
0.00055,1.990399956703190
0.00063,1.8240000009536700
0.00024,1.7488000392913800
-0.00045,1.8306000232696500
0.00023,1.7263000011444100
-0.00053,1.886299967765810
0.00022,2.0415000915527300
-0.00038,1.8109999895095800
-0.0006,1.6794999837875400
-0.00004,2.039900064468380
0.00074,1.7862999439239500
0.0005,1.711300015449520
0.00154,1.7473000288009600
-0.00053,1.7199000120163000
0.00117,1.6921000480651900
0.04656,1.7786999940872200
0.00101,1.9507999420166000
0.00004,1.683899998664860
-0.00004,1.8202999830246000
-0.00082,1.7482999563217200
-0.00023,1.7273999452590900
0.00017,1.7401000261306800
-0.00037,1.6793999671936000
0.00061,1.6690000295639000
-0.00118,1.8898999691009500
-0.00077,1.7542999982833900
-0.00027,1.867300033569340
0,2.030100107192990
-0.00054,1.7245999574661300
-0.00055,1.6621999740600600
0.00017,1.9449000358581500
0.00016,1.8147000074386600
0.00029,1.8695000410080000
-0.00054,1.6549999713897700
-0.00036,1.7462999820709200
0.0011,1.7175999879837000
0.00009,1.6720999479293800
0.00016,1.8859000205993700
0.00108,1.7288999557495100
0.00057,2.0072999000549300
0.00042,1.7972999811172500
0.0005,1.7883000373840300
0.00074,1.8629000186920200
0.00008,1.7417999505996700
-0.00032,1.889299988746640
-0.0001,2.0309998989105200
0.00002,1.8242000341415400
0.00006,1.8904000520706200
0.00009,1.6548000574111900
0.00053,1.9774999618530300
0.00041,1.7991000413894700
0.0008,2.0297999382019000
-0.00058,1.8479000329971300
0.03043,1.8056000471115100
-0.00021,1.700600028038030
0.00064,1.8306000232696500
-0.00068,1.7330000400543200
0.00045,1.7345000505447400
0.00028,1.9912999868392900
-0.00058,1.7099000215530400
-0.00014,1.761299967765810
0.09129,1.7396999597549400
0.00051,1.9103000164032000
-0.0001,1.6683000326156600
-0.00041,1.7510000467300400
0.00051,1.6933000087738000
0.0004,1.8127000331878700
-0.00001,1.7755999565124500
0.00018,1.6486999988555900
-0.00002,2.0434999465942400
-0.00019,1.8579000234603900
0.00003,1.6581000089645400
0.00278,1.8442000150680500
-0.00004,1.7001999616622900
-0.00098,1.7414000034332300
0.00049,1.886299967765810
-0.00089,1.876099944114690
-0.00035,2.0341999530792200
-0.00016,1.9215999841690100
0.00048,2.078000068664550
0.00015,1.934000015258790
-0.00002,1.8970999717712400
0.00034,1.7452000379562400
-0.00058,1.7795000076293900
0.00016,1.6930999755859400
-0.00042,2.009999990463260
0.0002,1.7874000072479200
-0.00003,1.836400032043460
0.00027,1.7461999654769900
-0.00077,1.9485000371933000
0.0002,1.6641000509262100
0.00106,1.7619999647140500
-0.00046,1.707800030708310
0.0002,1.691499948501590
0.00002,2.009700059890750
0.00017,1.8650000095367400
-0.0005,1.6741000413894700
0.00056,1.916700005531310
0.00001,1.9141000509262100
0.00004,1.8502000570297200
0.00011,1.6563999652862500
0.00053,1.8616000413894700
0.00073,1.9895999431610100
0.00011,1.6755000352859500
0.00092,1.8001999855041500
-0.00013,1.7295000553131100
0.00011,1.9018000364303600
0.03787,1.7913000583648700
0.08268,1.6506999731063800
0.00017,1.8884999752044700
0.00006,1.9040000438690200
-0.00055,1.7311999797821000
0.00048,1.9563000202179000
0.00088,1.6913000345230100
-0.00038,1.910099983215330
0.01514,1.8722000122070300
0.00046,1.8694000244140600
0.0003,1.8703999519348100
0.00031,2.020400047302250
0.00073,1.8210999965667700
0.00259,1.7338999509811400
0.0081,1.6517000198364300
0.00008,1.850000023841860
0.00085,2.0183000564575200
0.00007,1.9627000093460100
-0.00048,1.6931999921798700
0.00003,2.0401999950408900
0.00062,1.8975000381469700
0.00168,1.9726999998092700
-0.00009,1.9169000387191800
0.00064,1.6771999597549400
0.00019,1.7384999990463300
0.00009,2.039400100708010
0.00052,1.9330999851226800
0.00081,1.8630000352859500
0.09184,1.7070000171661400
0.00018,1.6693999767303500
0.00079,1.7351000308990500
0.0006,1.9473999738693200
-0.00011,1.742300033569340
0.21764,1.694200038909910
0.00062,1.8920999765396100
0.00043,1.9423999786377000
-0.00001,1.8982000350952100
-0.00052,1.7436000108718900
-0.0002,1.9843000173568700
0.00024,1.7827999591827400
0.00029,1.6892999410629300
0.00015,1.6562000513076800
-0.0009,1.684999942779540
0.00054,1.944700002670290
-0.00005,1.8945000171661400
0.00002,2.064199924468990
0.00021,1.7619999647140500
0.00146,1.8371000289917000
-0.00006,1.8848999738693200
-0.00079,1.8524999618530300
0.00055,1.6550999879837000
-0.00026,1.8808000087738000
-0.00007,1.7440999746322600
0.00049,1.6484999656677200
-0.00023,2.0260000228881800
0.00005,2.0208001136779800
0.00022,1.7883000373840300
-0.0005,1.879699945449830
-0.0004,1.7695000171661400
0.00107,1.7384999990463300
-0.00014,1.878000020980840
-0.00051,1.6693999767303500
-0.00005,1.7453999519348100
-0.0007,1.8203999996185300
0.00054,1.7624000310897800
-0.00006,1.9816999435424800
0.00024,1.7309000492095900
0.00141,1.77839994430542
-0.00033,1.9363000392913800
0.00059,1.955199956893920
0.00016,1.711400032043460
0.00026,2.0483999252319300
0.00011,2.048799991607670
0.00031,1.9048999547958400
-0.00047,2.0715999603271500
0.00054,1.7425999641418500
0.00014,1.8040000200271600
0.00005,1.726199984550480
0.00068,1.6656999588012700
0.00027,1.8708000183105500
0.00384,1.7769999504089400
-0.00029,1.7862999439239500
0.00017,1.8798999786377000
0.00027,1.868299961090090
-0.0007,1.993499994277950
0.00004,1.9336999654769900
0.00066,1.8711999654769900
-0.0002,1.7549999952316300
0.01835,1.9313000440597500
-0.00078,1.902999997138980
0.01307,1.7014000415802000
-0.00001,1.8756999969482400
-0.00038,1.9627000093460100
0.00022,1.826200008392330
0.00038,2.0346999168396000
0.0011,1.7991000413894700
0.00049,1.9261000156402600
0.00034,1.874500036239620
0.00131,1.8504999876022300
-0.00004,1.8858000040054300
0.00054,1.7935999631881700
0.00033,1.7010999917984000
0.01458,1.8287999629974400
-0.00009,1.8772000074386600
0.00133,1.8896000385284400
0.00028,2.0671000480651900
-0.00028,2.0172998905181900
-0.00043,1.6995999813079800
-0.00014,1.9917999505996700
0.0002,2.0009000301361100
0.001,1.8380999565124500
-0.00004,2.007200002670290
-0.00039,1.8522000312805200
0.00012,1.8910000324249300
0.00036,1.8619999885559100
-0.00029,1.7074999809265100
0.00024,1.8904000520706200
0.0002,1.8833999633789100
-0.00016,2.042799949646000
0.00083,1.8971999883651700
0.03688,1.7109999656677200
-0.00034,1.8588999509811400
0.0004,1.674299955368040
-0.00087,1.7223999500274700
-0.00012,1.9917000532150300
0.00042,2.0399999618530300
0.00044,1.7379000186920200
-0.00075,1.9361000061035200
-0.0001,1.6821000576019300
0.00091,1.6669000387191800
0.0001,1.7206000089645400
0.00058,1.777400016784670
0.00045,1.8291000127792400
0.00004,1.8449000120163000
0.00008,1.861199975013730
-0.00021,1.7623000144958500
-0.00021,1.833799958229070
0.00037,1.9699000120163000
-0.0003,1.7913999557495100
-0.00091,1.764299988746640
-0.00027,1.9730000495910600
-0.00003,2.0374999046325700
0.00043,1.6552000045776400
0.0003,2.0213000774383500
-0.00056,1.8357000350952100
0.00064,1.944599986076360
-0.00007,1.7379000186920200
-0.00112,2.0064001083374000
-0.00099,1.8696000576019300
0.01249,1.6613999605178800
-0.00088,1.9121999740600600
0.0002,2.041300058364870
-0.0003,2.02810001373291
-0.00083,1.680799961090090
-0.00015,1.8288999795913700
-0.00022,1.8007999658584600
-0.00003,1.7373000383377100
0.05106,1.691499948501590
0.00058,1.8554999828338600
0.00002,1.708899974823000
-0.00027,1.9368000030517600
-0.00002,1.711899995803830
0.00016,1.9946999549865700
0.00063,1.670799970626830
-0.00052,1.8260999917984000
0.00011,1.742799997329710
0.00072,1.6567000150680500
0.00111,1.9275000095367400
-0.00053,1.7510000467300400
-0.00088,1.8034000396728500
0.00056,1.9213000535965000
0.00025,1.739300012588500
0.00036,1.87090003490448
0.00016,1.75600004196167
0.00032,1.9290000200271600
0.00038,1.7373000383377100
0.00808,1.840499997138980
-0.00029,1.9220000505447400
0.00029,1.957900047302250
-0.00013,1.9810999631881700
-0.00006,1.8482999801635700
0.02403,1.927899956703190
0.00083,1.6818000078201300
0.00016,1.9138000011444100
-0.00001,1.9975999593734700
0.00029,1.8941999673843400
0.00017,1.7203999757766700
-0.00008,1.9186999797821000
-0.00028,1.919800043106080
-0.00055,1.8802000284194900
-0.00019,1.794800043106080
-0.0002,2.0081000328064000
0.00001,1.9581999778747600
-0.00074,1.961300015449520
0.00043,1.8933000564575200
-0.00048,1.983299970626830
0.00019,1.7447999715805100
0.00032,2.0302000045776400
-0.00059,1.774999976158140
-0.00015,1.659999966621400
-0.00014,1.714400053024290
0.00023,1.659500002861020
0.08095,1.8904000520706200
0.00003,1.8587000370025600
-0.00015,1.836300015449520
0.00061,1.712499976158140
0.00054,1.736899971961980
0.00047,1.715499997138980
0.00042,1.8152999877929700
0.00032,1.8035000562667800
-0.00071,1.8420000076293900
0.00032,1.867900013923650
0.00046,1.677899956703190
-0.00003,1.6633000373840300
0.00004,1.7871999740600600
-0.00005,1.6914000511169400
-0.00009,1.9219000339508100
-0.00005,1.7136000394821200
0.00032,1.8960000276565600
0.00007,1.8517999649047900
0.00041,1.8099000453949000
0.01403,1.7568000555038500
-0.00012,1.8157000541687000
0.00025,2.0271999835968000
0.00017,2.0035998821258500
-0.00039,1.7151999473571800
0.00094,1.6547000408172600
0.00041,1.7063000202179000
0.00013,1.8234000205993700
-0.00054,1.6725000143051100
0.00017,1.8680000305175800
0.14386,1.742799997329710
0.00064,1.735700011253360
-0.00042,2.0689001083374000
0.01634,1.740399956703190
0.00162,1.9428999423980700
0.00111,1.9805999994278000
-0.00049,1.698799967765810
-0.00101,1.7194000482559200
-0.00004,1.9006999731063800
0.00078,1.7979999780654900
0.00024,1.8427000045776400
-0.00031,1.9292000532150300
0.00043,1.6778000593185400
-0.00014,1.7581000328064000
0.00002,1.6532000303268400
0.00027,2.015500068664550
0.00015,1.9754999876022300
0.24982,1.7561999559402500
0.00014,1.9251999855041500
0.0003,1.6815999746322600
0.0003,1.9285000562667800
0.00016,1.8071999549865700
0.00026,1.794800043106080
-0.00082,1.652500033378600
0.00008,2.019700050354000
0.00531,2.051300048828130
-0.00041,1.7139999866485600
-0.00083,1.7797000408172600
0.00004,1.7304999828338600
0.00221,1.8916000127792400
-0.00004,1.7458000183105500
0.00099,1.770799994468690
0.00609,1.8502999544143700
0.00087,1.700700044631960
0.00017,2.016900062561040
0.00086,1.9189000129699700
0.00016,1.6513999700546300
0.00035,1.9622000455856300
-0.00008,1.9605000019073500
-0.00079,1.8555999994278000
-0.00009,1.9206000566482500
0.00025,1.8423999547958400
-0.00069,1.7477999925613400
0.00016,1.7578999996185300
0.00048,1.6856000423431400
-0.00083,1.857800006866460
0.00039,2.061500072479250
0.0011,1.7552000284194900
-0.00084,1.7091000080108600
-0.00026,1.6847000122070300
-0.00037,1.9315999746322600
0.00005,1.9780000448226900
-0.0005,1.777999997138980
0.001,1.9610999822616600
-0.00017,2.060499906539920
0.00021,1.6720000505447400
0.00008,1.8976000547409100
-0.00007,1.8047000169754000
0.00011,1.934999942779540
0.00041,1.7486000061035200
-0.00021,1.753499984741210
0.0011,1.9478000402450600
0,2.0518999099731400
-0.00058,1.9063999652862500
0.00013,1.7207000255584700
-0.00035,1.829800009727480
0.00032,1.8251999616622900
0.00037,1.9026000499725300
-0.00026,1.9759000539779700
0.0009,1.813099980354310
0.03596,1.7034000158309900
0.00019,1.972599983215330
0.00044,1.6532000303268400
0.00109,1.8389999866485600
0.00078,2.010999917984010
-0.0003,1.9384000301361100
0.00015,1.8056999444961500
0.02956,1.8392000198364300
0.00039,1.688099980354310
-0.00072,1.7239999771118200
-0.00037,1.7275999784469600
0,1.9467999935150100
-0.00002,1.9599000215530400
0.00031,2.049099922180180
0.00053,1.8832999467849700
0.0006,1.65339994430542
0.0002,1.930400013923650
-0.00082,1.7233999967575100
0.00322,1.8454999923706100
-0.00039,1.7352999448776200
0.00042,1.8553999662399300
-0.0002,1.6953999996185300
-0.00033,2.0455000400543200
0.00102,1.6511000394821200
0.00114,2.052799940109250
0.00049,1.680899977684020
-0.00006,2.0467000007629400
0.00032,1.8151999711990400
0.00041,1.739400029182430
0.00026,1.646299958229070
0.00014,1.7681000232696500
-0.00024,1.968500018119810
0.00202,1.7477999925613400
0.00038,1.7259999513626100
0.00006,1.8818000555038500
-0.00044,1.9363000392913800
0.00112,1.6715999841690100
0.00106,1.7860000133514400
0.00116,1.9944000244140600
0.08823,1.9412000179290800
-0.00062,2.000999927520750
-0.00009,1.7245999574661300
0.00242,1.7474000453949000
-0.00054,1.8722000122070300
-0.00025,1.6819000244140600
0.00011,1.7511999607086200
0.0004,1.6965999603271500
-0.00062,1.8112000226974500
0.01204,1.920799970626830
-0.00024,1.8157000541687000
-0.00102,1.7214000225067100
0.00081,1.6546000242233300
0.00032,1.7563999891281100
0.00058,1.9986000061035200
-0.00001,1.9747999906539900
0.00051,1.7942999601364100
-0.00017,1.8244999647140500
0.00035,1.8651000261306800
-0.00022,1.9183000326156600
-0.00093,1.8295999765396100
0.00023,1.669700026512150
-0.00021,1.9221999645233200
-0.00021,1.8414000272750900
0.00094,1.832200050354000
0.00063,1.9178999662399300
0.0003,1.680999994277950
0.00019,1.8848999738693200
0.00066,1.7949999570846600
0.00026,1.9819999933242800
-0.00049,1.8181999921798700
0.00098,1.6548999547958400
-0.00034,1.9404000043869000
-0.00101,1.8746999502182000
-0.0006,1.695199966430660
-0.00026,1.9644999504089400
0.0001,1.8415000438690200
-0.00083,1.7003999948501600
0.00183,1.8890000581741300
0.00062,1.6660000085830700
0.00075,1.6897000074386600
0.00068,1.7311999797821000
-0.00024,1.878499984741210
0.00918,2.023699998855590
0.00064,1.8049999475479100
0.00072,1.8401999473571800
0.01079,2.0868000984191900
0.03172,1.9499000310897800
-0.00055,1.6572999954223600
-0.00025,1.819000005722050
-0.00013,1.7303999662399300
-0.00037,1.8883999586105300
-0.00062,1.6526999473571800
0.00025,1.9423999786377000
0.00234,1.9974000453949000
0.00019,1.6699999570846600
0.00028,1.652899980545040
0.00034,1.8819999694824200
0.00021,1.8675999641418500
-0.00082,1.6931999921798700
-0.00006,2.0713999271392800
-0.00001,1.986799955368040
0.00067,1.7094999551773100
0.00248,1.7954000234603900
0.19722,1.9407000541687000
-0.00021,1.801200032234190
0.00057,1.9589999914169300
0.00016,1.654099941253660
0.08057,1.940600037574770
-0.00033,1.7100000381469700
0.00073,1.6607999801635700
0.00083,1.9717999696731600
0.0005,1.6410000324249300
0.00005,1.9031000137329100
0.00001,1.7554999589920000
0.00007,1.6761000156402600
0.00012,1.812600016593930
-0.0009,1.8803000450134300
0.00035,1.912600040435790
0.001,1.8669999837875400
0.00016,1.6575000286102300
0.00282,1.8966000080108600
0.00044,1.6505000591278100
0.00025,1.7156000137329100
-0.00078,1.9194999933242800
0.00028,2.018699884414670
0.00055,1.8228000402450600
0.00033,1.7024999856948900
0.00025,1.9688999652862500
-0.00037,1.844099998474120
-0.00044,2.050600051879880
-0.00016,1.819700002670290
-0.00031,1.7359000444412200
0.00039,1.857699990272520
0.00171,1.8845000267028800
-0.00102,1.7453999519348100
0.00076,2.019399881362920
0.00037,1.809999942779540
0.00045,2.0262999534606900
3.3196,1.9397000074386600
0.04366,1.6678999662399300
-0.00052,2.040299892425540
-0.00038,1.6832000017166100
0.00115,1.7838000059127800
0.0008,1.7525999546051000
0.00103,2.05649995803833
0.00071,1.9507999420166000
0.00004,1.8865000009536700
-0.00039,1.833299994468690
0.00013,1.920199990272520
0.00011,1.8634999990463300
-0.00052,1.8453999757766700
-0.00078,1.6549999713897700
-0.00052,1.9891999959945700
-0.0002,1.9830000400543200
0.00053,1.7517000436782800
-0.00017,1.6815999746322600
0.00019,1.7386000156402600
-0.00014,2.0720999240875200
-0.00112,1.7635999917984000
-0.00046,1.8515000343322800
0.0006,1.789199948310850
0.01685,2.061500072479250
0.00023,1.7374000549316400
-0.00068,1.825600028038030
0.00065,1.9811999797821000
-0.00009,1.9456000328064000
0.00152,1.770400047302250
0.00027,1.9742000102996800
0.00077,1.9769999980926500
-0.00047,1.9210000038147000
0.78996,1.7108999490737900
0.00029,1.7799999713897700
-0.00003,1.9045000076293900
0.00174,1.9811999797821000
0.00164,1.9377000331878700
0.00096,1.9383000135421800
0.0008,2.035599946975710
-0.00018,1.7360999584198000
-0.0004,1.8284000158309900
-0.00035,2.043600082397460
0.00032,1.7996000051498400
-0.00057,1.9556000232696500
0.01568,1.9312000274658200
0.00049,1.6892999410629300
-0.00018,1.757699966430660
0.00024,2.021399974823000
0.00122,1.7889000177383400
-0.00014,1.8006000518798800
0.00071,1.8131999969482400
-0.00093,2.0434999465942400
-0.00058,1.7759000062942500
0.00073,1.9840999841690100
-0.00047,1.8423000574111900
-0.00043,1.8495999574661300
0.00001,1.9495999813079800
-0.00064,2.025899887084960
0.00029,1.743299961090090
-0.00026,1.958400011062620
-0.00014,1.8095999956131000
0.00039,1.7972999811172500
-0.00035,1.781499981880190
0.00971,2.03439998626709
0.00042,1.7742999792099
0.00036,1.6904000043869000
0.00176,2.0371999740600600
-0.00028,1.813599944114690
0.00058,1.8408000469207800
-0.00007,1.9652999639511100
0.00024,1.8235000371933000
0.00079,2.0606000423431400
0.06696,2.023200035095220
0.00216,1.642699956893920
-0.00052,1.8346999883651700
0.00028,1.9846999645233200
0.00009,1.9259999990463300
0.00006,1.9837000370025600
-0.00087,1.7167999744415300
0.00021,1.8098000288009600
0.00031,1.8535000085830700
-0.00001,1.8142000436782800
0.00142,1.9680999517440800
-0.00049,1.6691999435424800
-0.00014,1.9833999872207600
-0.00037,1.7410000562667800
0.00023,1.853600025177000
0.00039,1.7512999773025500
-0.0007,1.9773000478744500
-0.00037,1.7502000331878700
0.47483,1.90339994430542
-0.00069,1.6792000532150300
0.00016,1.7310999631881700
-0.00036,2.0411999225616500
-0.00027,1.7106000185012800
0.00192,1.76419997215271
0.0004,1.9285999536514300
0.04026,1.7383999824523900
0.00039,1.9433000087738000
0.00004,1.8137999773025500
0.00045,1.9717999696731600
0.00327,1.9682999849319500
-0.00018,1.7666000127792400
0.00039,1.9987000226974500
0.00023,1.7582000494003300
0.00012,1.6966999769210800
-0.00002,1.9765000343322800
0.00034,1.944700002670290
0.00004,2.0471999645233200
-0.00055,1.743899941444400
0.00014,1.7307000160217300
-0.00035,1.6991000175476100
0.00074,1.694100022315980
-0.00018,1.8788000345230100
0.00116,1.6653000116348300
0.00057,1.742400050163270
0.00035,1.6998000144958500
-0.0006,1.9891999959945700
0.00006,1.9592000246048000
0.00042,1.7858999967575100
-0.00008,1.9153000116348300
0.00066,1.936900019645690
0.00015,1.7345999479293800
0.00002,1.971500039100650
0.00072,1.8529000282287600
-0.00023,1.8945000171661400
0.00152,1.8215999603271500
0.00006,2.05430006980896
-0.00049,1.6887999773025500
0.00047,1.7139999866485600
-0.00014,1.9219000339508100
0.00095,1.8894000053405800
-0.00002,1.9175000190734900
0.00114,1.8408000469207800
-0.00005,1.8473000526428200
0.00029,1.9032000303268400
0.0003,1.9292999505996700
-0.00012,1.877500057220460
-0.00032,1.8952000141143800
-0.00017,1.7538000345230100
-0.00037,1.730299949646000
-0.00024,1.7023999691009500
0.00055,2.033600091934200
0.00093,1.8274999856948900
0.00088,1.6612000465393100
0.03828,1.725100040435790
0.00127,1.7373000383377100
0.00049,1.7386000156402600
-0.00035,1.847499966621400
-0.00041,1.6784000396728500
0.00032,1.844099998474120
0.00014,1.9895999431610100
-0.00046,1.863800048828130
0.00433,1.6878000497818000
0.00046,1.7297999858856200
0.00029,1.9833999872207600
0.0002,1.986799955368040
-0.00073,1.670699954032900
0.00105,1.7486000061035200
0.00084,1.93340003490448
-0.00018,1.9709999561309800
0.00049,1.8309999704361000
0.00065,1.7717000246048000
0.00003,1.9560999870300300
0.00017,1.6546000242233300
0.00108,1.9348000288009600
-0.00078,1.722599983215330
0.00058,1.8875000476837200
0.00027,1.9931000471115100
-0.00009,1.7280000448226900
-0.00091,1.8134000301361100
-0.00036,1.9855999946594200
0.00061,1.913699984550480
-0.00006,1.7410999536514300
-0.00056,2.02239990234375
0.00044,1.7768000364303600
0.00002,2.018399953842160
0.00019,1.7517999410629300
-0.00027,1.6693999767303500
-0.0002,1.9300999641418500
0.00011,1.8586000204086300
0.00091,1.8393000364303600
0.00046,1.7144999504089400
0.00005,1.8091000318527200
-0.00026,1.7806999683380100
-0.00001,1.867400050163270
0.00022,1.681399941444400
-0.00024,2.0689001083374000
-0.00008,1.7666000127792400
0.00048,1.7354999780654900
0.00036,1.951799988746640
-0.0002,1.9924999475479100
0.0008,1.92330002784729
0.00015,1.8492000102996800
-0.00055,1.867799997329710
-0.00025,1.9046000242233300
0.00039,2.0332000255584700
-0.00015,1.874899983406070
-0.00065,2.016900062561040
0.00006,2.0241000652313200
-0.0003,1.8147000074386600
0.00016,1.8372000455856300
-0.00027,1.7269999980926500
0.00064,1.8662999868392900
-0.00008,1.7595000267028800
-0.00053,2.0754001140594500
0.00059,1.8026000261306800
0.0001,1.8108999729156500
0.00009,1.8969000577926600
0.00061,2.037400007247930
0.02722,1.7720999717712400
0.00121,1.8693000078201300
-0.00027,1.6852999925613400
0.00185,1.9251999855041500
-0.00006,1.982699990272520
0.0002,1.7611000537872300
0.00018,1.9368000030517600
0.00512,1.651900053024290
0.00127,1.8355000019073500
0.00018,1.9208999872207600
0.00052,1.9110000133514400
0.00026,1.6881999969482400
0.00046,1.6780999898910500
0.00055,1.8630000352859500
-0.00035,1.767699956893920
0.00052,1.8960000276565600
-0.00014,1.7252000570297200
0.00092,1.9419000148773200
0.00097,1.8339999914169300
0.59955,2.0504000186920200
-0.00025,2.022599935531620
-0.00053,1.674299955368040
-0.00042,2.04830002784729
0.27707,2.02020001411438
-0.00041,1.8307000398635900
-0.00002,1.8020000457763700
-0.00029,1.7610000371933000
-0.00024,2.014899969100950
0.00132,1.6540000438690200
0.00073,2.030400037765500
0.0006,1.649399995803830
0.00027,1.7475999593734700
-0.00045,1.9330999851226800
0.00003,1.6650999784469600
0.00021,1.8114999532699600
-0.00048,1.7646000385284400
0.02344,1.7517000436782800
-0.00048,1.6650999784469600
0.00073,1.738800048828130
-0.00016,1.8638999462127700
-0.00014,1.8355000019073500
0.00014,1.7555999755859400
0,1.7766000032424900
-0.00066,1.9556000232696500
0.00032,1.982800006866460
-0.00041,1.782099962234500
-0.0002,1.652500033378600
0.00222,1.7324999570846600
0.00044,1.9665000438690200
-0.00096,1.9737999439239500
0.0027,1.7590999603271500
0.00173,1.6654000282287600
-0.00001,1.7690999507904100
0.00074,1.6751999855041500
-0.00041,1.7049000263214100
0.00032,2.016200065612790
0.00069,1.7802000045776400
-0.00025,1.7843999862670900
0.0005,2.014699935913090
-0.00057,2.0343000888824500
-0.00006,1.651900053024290
0.00018,1.7447999715805100
0.00028,1.7312999963760400
-0.00027,1.9589999914169300
0.00046,2.0009000301361100
0.00017,1.8277000188827500
-0.00016,1.8543000221252400
-0.0012,1.6431000232696500
0.0004,1.892699956893920
0.00051,1.836400032043460
0.00105,1.826799988746640
0.00051,1.8985999822616600
-0.00041,1.7723000049591100
-0.00026,1.8995000123977700
0.0002,1.7453999519348100
0.00028,1.8208999633789100
0.00081,1.9218000173568700
-0.00028,1.8085999488830600
-0.00008,1.7516000270843500
0.00017,2.035099983215330
-0.00015,1.840399980545040
-0.00028,2.0250000953674300
0,1.6842999458313000
-0.00007,1.6624000072479200
0.16934,1.9757000207901
0.00094,1.7146999835968000
0.0003,1.6862000226974500
0.00046,2.0481998920440700
2.61627,1.813099980354310
-0.00048,1.7381999492645300
-0.00032,1.7812999486923200
-0.00022,1.7482999563217200
-0.00019,1.9610999822616600
0.00018,1.7654999494552600
-0.00004,1.7997000217437700
0.00033,1.6698999404907200
0.00049,1.8121999502182000
-0.00018,1.7776000499725300
-0.00001,1.878999948501590
-0.00042,1.9931999444961500
-0.00053,1.9431999921798700
0.0006,1.697700023651120
0.10371,1.8113000392913800
-0.00049,1.8252999782562300
-0.00057,1.8905999660491900
-0.00024,2.0225000381469700
-0.00085,2.038599967956540
-0.00053,1.9872000217437700
-0.00078,1.715000033378600
0.00083,1.9601999521255500
0.0005,1.9357999563217200
0.00045,1.8157000541687000
0.00013,1.6992000341415400
-0.00066,1.756700038909910
0.00165,1.9018000364303600
-0.00008,1.7436000108718900
-0.00112,1.7558000087738000
-0.0003,1.9555000066757200
0.00064,1.7813999652862500
0.00013,1.7019000053405800
-0.00028,2.0497000217437700
0.00024,1.8658000230789200
-0.00007,1.6656999588012700
-0.00052,1.6520999670028700
0.00059,1.9520000219345100
0.00026,1.8518999814987200
0.00029,1.8461999893188500
0.00019,1.7274999618530300
0.0039,1.7475999593734700
0.00109,1.7265000343322800
0.00829,1.9392000436782800
0.00078,1.9811999797821000
0.00016,1.6720999479293800
0.00036,1.770300030708310
-0.00042,1.9127000570297200
0.00143,1.6553000211715700
-0.00059,1.7138999700546300
0.00012,1.964400053024290
0.02213,1.9566999673843400
0.00027,2.044300079345700
0.00049,1.976699948310850
0.00007,1.743399977684020
-0.00055,1.7621999979019200
-0.00003,1.94350004196167
0.00018,1.8432999849319500
-0.00058,1.8934999704361000
0.00064,1.7610000371933000
-0.00007,1.6689000129699700
-0.00055,1.8597999811172500
0.00026,1.7405999898910500
-0.00007,1.80840003490448
-0.00019,1.7354999780654900
0.00017,2.024399995803830
-0.00014,2.0020999908447300
-0.00011,1.791200041770940
0.00047,1.6820000410080000
0.00003,1.885699987411500
-0.00057,1.7889000177383400
0.00072,1.7309000492095900
-0.00053,1.9361000061035200
0.00005,1.791200041770940
0.00126,1.9040000438690200
0.00009,2.044100046157840
-0.00083,1.6858999729156500
0.00066,1.8245999813079800
0,1.7493000030517600
0.00037,1.9917000532150300
0.00047,1.7382999658584600
-0.0005,1.8062000274658200
0.00054,1.6619000434875500
0.00156,1.7577999830246000
0.00051,2.0160999298095700
-0.00065,1.6971999406814600
0.00104,1.6991000175476100
0.00034,1.9194999933242800
0.00032,1.6744999885559100
0.00106,2.052500009536740
0.00021,1.652999997138980
-0.00033,1.6755000352859500
0.00057,1.9246000051498400
0,1.7728999853134200
0.00164,1.684399962425230
0.00156,1.6668000221252400
