Name,Maj,Min,S1p4_FIRST,S1p4_err,A_morph,C_morph,Flux,FluxErr,PFimfit,PFerrimfit,Sa/Sc,SB,VLBA,z,L6_NVSS,L6_NVSS_alpha0,DATE_NVSS,L6_FIRST,L6_FIRST_alpha0,DATE_FIRST,L6_VLASS,L6_VLASS_alpha0,DATE_VLASS,DATE_VLAA,DATE_VLAC,SDSSName,S(6)_t,pmt,RAobs_1,RAoff,DECobs_1,DECoff,sz_maj,szmajerr,sz_min,szminerr,PA,PAerr,IFimfit,IFerrimfit,IFimfitSF,IFerrimfitSF,PFimfitSF,PFerrimfitSF,Detection,Freq.,RO_Offset,RMS,PF,PF_err,IF,IF_err,S/N,Resolved,SelfCal,Flags,RAobs_Kell,Decobs_Kell,delta,S(6)_p,pmp,f_c,logL,i,I_2a,MI_Z2,LOGL2500,R,LD_cm,Kell_Ratio,logL6GHz [W/Hz],MJD_dr7
1556+5215,254.0,120.0,1170,160,U,U,273.9,6.3,273.9,6.3,0.9,2,1,0.227,x,x,,22.78,23.16,1997-05-04,22.65,22.80,2017-11-11,2019-08-13,2010-10-31,155620.23+521520.0,296.0,21.9,155620.245,-0.225,521520.006,-0.01,448.3,11.3,367.2,7.7,153.8,4.3,352.0,13.0,0.0,0.0,0.0,0.0,1.0,5.998854,0.225222112591104,6.7,274.4,6.7,348.0,14.0,40.955223880597,,,,155620.217,521520.2,0.23,296.0,21.9,1.0,22.62,16.87,-22.91,-23.611420860510500,29.6037583865075,0.46,3.52846020953655E+27,0.9,22.59489383576170,
1605+4834,986.0,339.0,,,U,U,25.9,7.6,25.9,7.6,0.3,2,0,0.295,,,,,,,,,,2019-08-13,2010-10-31,160507.92+483422.1,79.9,6.3,160507.927,-0.105,483422.124,0.02,1050.0,370.0,490.0,120.0,149.0,12.0,101.0,37.0,0.0,0.0,0.0,0.0,1.0,5.998875,0.10688779163216,7.0,39.6,7.2,41.0,13.0,5.657142857142860,,,,160507.913,483422.62,0.52,79.9,6.3,1.0,22.31,16.775,-23.57,-24.607381671005300,30.0021427107054,0.11,4.75953286731232E+27,0.3,21.82297690253430,
1617+0638,140.0,87.0,630,0,U,U,466.2,7.1,466.2,7.1,1.8,4,2,0.229,,,,22.52,22.9,2000-02-15,22.67,22.8,2019-03-18,2019-08-20,2010-11-30,161711.42+063833.4,266.0,11.3,161711.424,-0.06,63833.45,-0.05,528.9,9.8,357.1,4.5,137.1,1.3,480.0,13.0,0.0,0.0,0.0,0.0,1.0,5.999187,0.0781024967590666,7.4,467.1,7.0,468.0,12.0,63.1216216216216,,,,161711.424,63833.19,0.22,266.0,11.3,1.0,22.58,16.627,-23.17,-23.90059738192190,29.719428995072100,0.33,3.56362211804653E+27,1.8,22.834258140740800,53501
1617+0854,255.0,132.0,450,0,SR,U,386.7,18.164801127455300,300.2,8.2,1.0,4,0.5,0.206,x,x,x,22.28,22.66,2000-01-15,22.59,22.75,2019-03-18,2019-08-20,2010-11-30,161723.67+085414.7,381.0,15.2,161723.671,0.015,85414.743,0.04,581.5,19.3,380.0,8.6,139.0,2.1,360.0,16.0,26.7,8.6,29.0,4.9,1.0,5.99917,0.0427200187265877,6.5,301.9,7.6,406.0,18.6,46.44615384615380,,,,161723.674,85414.72,0.06,381.0,15.2,1.0,22.64,16.255,-23.31,-23.9983983171703,29.7585493691714,0.33,3.16322431630272E+27,1.0,22.65218958829320,
1619+2543,149.0,60.0,1430,110,SR,U,407.0,21.6333076527839,344.5,9.5,0.9,5,1,0.269,23.00,23.37,1995-02-28,23.03,23.40,1995-11-22,22.94,23.08,2017-11-24,2019-08-27,2011-01-01,161940.56+254323.0,474.0,21.4,161940.565,-0.075,254323.124,0.12,519.4,16.6,383.7,9.2,107.1,3.1,372.0,18.0,35.0,12.0,28.3,5.9,1.0,5.999034,0.141509716980849,6.6,345.9,10.0,366.0,18.0,52.4090909090909,,,,161940.561,254323.1,0.1,474.0,21.4,1.0,22.99,16.644000000000000,-23.5,-24.512529524281,29.964201852016,0.59,4.28031110915132E+27,0.9,22.929946221890200,
1619+5011,860.0,140.0,,,U,U,30.8,4.5,30.8,4.5,0.7,2,0,0.234,,,,,,,,,,2019-08-13,2010-10-31,161911.24+501109.2,41.7,4.7,161911.25,-0.15,501109.243,0.04,781.0,148.0,350.0,39.0,126.0,5.1,65.0,14.0,0.0,0.0,0.0,0.0,1.0,5.99885,0.1552417469626,6.4,30.3,5.9,48.0,13.0,4.734375,,,,161911.253,501109.58,0.4,41.7,4.7,1.0,21.8,16.991,-22.86,-23.7290728738026,29.650819191824400,0.07,3.65181099874317E+27,0.7,21.674899512383500,
1627+4736,154.0,110.0,1260,110,U,U,581,14,581,14,1.94314381270903,6,2,0.262,,,,22.95,23.32,1997-03-31,23.12,23.26,2019-05-04,2019-09-20,2011-01-17,162750.54+473623.5,299.0,23.8,162750.55,-0.15,473623.461,-0.04,452.0,13.0,390.0,10.0,50.9,7.0,495.0,23.0,0.0,0.0,0.0,0.0,1.0,5.998849,0.1552417469626,7.1,442.0,13.0,473.0,23.0,62.253521126760600,,,,162750.571,473623.38,0.34,299.0,23.8,1.0,22.76,17.218,-22.87,-23.811048225078300,29.683609332334600,0.64,4.1530665304451E+27,1.5,22.939355242489400,52377
1630+4711,448.0,27.0,,,U,U,33.9,5.6,33.9,5.6,0.5,6,0,0.27,,,,,,,,,,2019-09-20,2011-01-17,163051.74+471118.9,64.1,5.4,163051.744,-0.06,471118.958,0.06,603.0,119.0,392.0,55.0,11.0,13.0,51.0,13.0,0.0,0.0,0.0,0.0,1.0,5.998851,0.0848528137423857,6.7,33.5,6.5,42.0,14.0,5.0,,,,163051.738,471118.82,0.08,64.1,5.4,1.0,22.12,16.91,-23.25,-24.2325397886563,29.852205957765800,0.1,4.29855105090999E+27,0.5,21.8541342511273,
1631+2953,0.0,0.0,,,U,U,67.6,5.7,67.6,5.7,0.5,5,0,0.254,,,,,,,,,,2019-08-27,2011-01-01,163124.42+295301.5,125.0,7.9,163124.432,-0.18,295301.507,-0.01,439.0,42.0,347.0,26.0,112.0,13.0,54.9,8.7,0.0,0.0,0.0,0.0,1.0,5.998989,0.18027756377319900,6.9,70.6,5.5,53.7,8.1,10.231884057971,,,,163124.435,295301.46,0.2,125.0,7.9,1.0,22.35,16.707,-23.32,-24.207522022567400,29.8421988513303,0.17,4.0085822891977E+27,0.5,22.095001162073400,
1631+4048,0.0,0.0,,,U,U,26.6,4.6,26.6,4.6,0.5,6,0,0.258,,,,,,,,,,2019-09-20,2011-01-17,163111.28+404805.2,49.7,5.0,163111.275,0.075,404805.22,-0.02,475.0,89.0,393.0,63.0,7.2,34.1,31.6,9.0,0.0,0.0,0.0,0.0,1.0,5.998901,0.0776208734813001,6.6,27.5,4.9,49.0,12.1,4.16666666666667,,,,163111.292,404805.0,0.24,49.7,5.0,1.0,21.97,17.094,-22.96,-23.884491472114,29.712986631149,0.09,4.08069877721138E+27,0.5,21.70497589112030,
1703+1910,0.0,0.0,,,ND,U,11.4,0.0,11.4,0.0,0.5,6,0,0.29,,,,,,,,,,2019-09-20,2011-01-17,170302.88+191034.0,21.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.8,21.0,,21.0,,,,,,170302.978,191034.23,1.41,21.2,7.1,1.0,21.71,17.203,-23.11,-24.1716563932864,29.82785259961790,0.04,4.66657626570419E+27,0.5,21.449994296153500,
1727+6322,2040.0,980.0,1090,130,E,U,670.0,82.0,53.6,6.1,0.9,6,1,0.217,22.93,23.31,1995-04-02,22.71,23.09,2002-08-15,22.60,22.75,2017-09-11,2019-09-20,2011-01-17,172711.80+632242.1,728.0,27.1,172711.81700000000,-0.025,632241.968,-0.13,2080.0,250.0,1070.0,110.0,17.5,6.0,670.0,82.0,0.0,0.0,0.0,0.0,1.0,5.998709,0.286225435627234,6.8,55.9,5.8,614.0,70.0,8.22058823529412,,,,172711.837,632241.72,0.46,728.0,27.1,1.0,22.97,16.73,-22.95,-23.6664111916879,29.6257545189785,0.99,3.35363129415491E+27,0.9,22.94038608232430,
