col1,Name_1,SDSSName,RAobs_1,RAoff,DECobs_1,DECoff,sz_maj,szmajerr,sz_min,szminerr,PA,PAerr,IFimfit,IFerrimfit,PFimfit,PFerrimfit,IFimfitSF,IFerrimfitSF,PFimfitSF,PFerrimfitSF,Flux,FluxErr,Detection,Freq.,RO_Offset,RMS,PF,PF_err,IF,IF_err,S/N,Resolved,SelfCal,Flags,SB,RAobs_Kell,Decobs_Kell,delta,z,S(6)_t,pmt,S(6)_p,pmp,f_c,logL,i,I_2a,MI_Z2,LOGL2500,R,LD_cm,Lrad_K&R_Kell,Lrad_K&R_McC,LD_cm_H070,LD_cm_H070_Om7,LD_cm_H070_Om3,Lrad_K&R_Kell_Om3,Lrad_K&R_MCC_Om3,Lobs,L_1.4GHz,SFR (Msun/yr)
102,1302+1406,130223.12+140609.0,130223.121,0.015,140608.961,-0.04,530.0,49.0,377.0,25.0,175.7,7.8,55.9,7.3,47.6,3.7,0.0,0.0,0.0,0.0,55.9,7.3,1.0,5.999247,0.0427200187265877,6.3,48.5,4.4,58.7,8.8,7.6984126984127000,1.0,,,5,130223.127,140608.36,0.65,0.28600000000000000,44.1,6.0,44.1,6.0,1.0,22.02,16.859,-23.42,-24.4538091803637,29.9407137144488,0.07,4.59248291660373E+27,28.700986383541500,28.803959601960100,4.20998386899262E+27,4.20998386899262E+27,4.53516978871925E+27,22.0896078458988,22.1925810643174,22.1598087737409,22.6786937020464,28.1543635140376
106,1308+0344,130818.89+034437.2,130818.897,0.105,34437.186,-0.01,803.0,167.0,586.0,95.0,118.0,21.0,61.0,17.0,39.4,7.2,0.0,0.0,0.0,0.0,61.0,17.0,1.0,5.999326,0.105475115548645,8.0,42.6,6.9,51.0,14.0,5.325,,,,5,130818.85700000000,34437.07,0.51,0.228,57.3,5.4,57.3,5.4,1.0,21.91,16.599,-23.19,-23.9327943510887,29.7323077827388,0.07,3.54603302719345E+27,28.5961056501125,28.62328086315590,3.29593019327169E+27,3.29593019327169E+27,3.50369312130466E+27,21.9731761170731,22.0003513301165,21.9735918200749,22.4784469271323,17.754111326259
107,1308+1904,130843.86+190439.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,19.8,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,,0.0,6.6,19.8,,19.8,,,,,,5,130843.82,190439.73,0.57,0.222,34.6,4.8,34.6,4.8,1.0,21.67,16.756,-22.98,-23.6664758731462,29.6257803915618,0.05,3.4408408923352E+27,28.3515089045527,28.1090979960214,3.20289860118061E+27,3.20289860118061E+27,3.39995191471294E+27,21.727352874364,21.4849419658327,21.4588206040608,21.9621866984892,5.40802524349621
108,1312+0641,131204.70+064107.5,131204.701,0.015,64107.669,0.17,648.0,79.0,352.0,26.0,139.8,4.5,90.0,14.0,65.7,6.2,0.0,0.0,0.0,0.0,90.0,14.0,1.0,5.9993050000000000,0.17066048165876000,7.1,80.6,6.5,105.0,14.0,11.352112676056300,,,,5,131204.7,64107.36,0.14,0.242,123.0,7.9,123.0,7.9,1.0,22.3,15.901,-24.02,-24.7891792625011,30.0748617473038,0.08,3.79375244458687E+27,28.9850315949386,28.84936899293850,3.51414387517041E+27,3.51414387517041E+27,3.7479554514909E+27,22.3649402945861,22.229277692586,22.2010412138339,22.7093425812161,30.2130516313922
110,1321+0459,132123.40+045930.7,132123.41,0.15,45930.745,0.05,525.0,75.0,328.0,29.0,154.3,7.4,56.0,11.0,55.1,6.2,0.0,0.0,0.0,0.0,56.0,11.0,1.0,5.999316,0.15811388300841900,6.6,58.1,6.2,46.7,9.7,8.803030303030300,,,,5,132123.417,45930.54,0.3,0.242,163.0,7.7,163.0,7.7,1.0,22.42,16.97,-22.95,-23.7414480710024,29.6557692707043,0.28,3.79375244458687E+27,29.107314087903200,28.643314510505400,3.51414387517041E+27,3.51414387517041E+27,3.7479554514909E+27,22.4872227875507,22.0232232101529,21.9949867314007,22.5032880987829,18.7992321261964
115,1334+1711,133432.34+171146.9,133432.348,0.12,171147.05900000000,0.16,604.0,141.0,450.0,84.0,142.0,25.0,55.0,17.0,32.3,6.8,0.0,0.0,0.0,0.0,55.0,17.0,1.0,5.999218,0.2,6.7,37.0,6.7,51.0,15.0,5.52238805970149,,,,5,133432.35,171147.13,0.27,0.265,104.0,7.7,104.0,7.7,1.0,22.32,16.951,-23.17,-24.1462217381858,29.8176787375776,0.17,4.20750651825262E+27,28.9996807622749,28.723010112470400,3.87601972946482E+27,3.87601972946482E+27,4.15581272801303E+27,22.3841822986951,22.1075116488906,22.076884491237,22.5907641093891,22.9940843958463
132,1426+1955,142613.31+195524.6,142613.322,0.18,195524.682,0.08,567.0,111.0,489.0,85.0,146.0,47.0,50.0,14.0,30.9,5.7,0.0,0.0,0.0,0.0,50.0,14.0,1.0,5.999175,0.196977156035922,6.5,34.4,5.7,32.9,9.8,5.29230769230769,,,,5,142613.329,195524.78,0.32,0.213,110.0,6.0,110.0,6.0,1.0,22.13,16.3,-23.34,-24.035537770914700,29.7734051506692,0.1,3.28416023752394E+27,28.8143081078858,28.471885427063600,3.06390999365856E+27,3.06390999365856E+27,3.24541312050749E+27,22.1883007646172,21.845878083795,21.8207198435351,22.3218386544355,12.379145459235
138,1445+3049,144510.13+304957.0,144510.137,0.105,304957.16,0.16,580.0,73.0,481.0,52.0,160.0,23.0,98.0,17.0,60.1,7.0,0.0,0.0,0.0,0.0,98.0,17.0,1.0,5.999071,0.19137659209004600,7.2,63.6,8.1,75.0,16.0,8.83333333333333,,,,5,144510.122,304956.56,0.45,0.276,65.7,4.8,65.7,4.8,1.0,22.16,17.466000000000000,-22.74,-23.73560598317,29.65343243557,0.18,4.408315144721E+27,28.839580421165900,29.013241127298600,4.05053789278231E+27,4.05053789278231E+27,4.35370584912868E+27,22.2262486025259,22.3999093086586,22.3681541063431,22.8846658287065,45.2395045851078
143,1456+2750,145608.65+275008.7,145608.65100000000,0.015,275008.747,0.05,474.0,26.0,397.0,19.0,113.0,11.0,153.0,13.0,136.1,7.0,0.0,0.0,0.0,0.0,153.0,13.0,1.0,5.99909,0.0522015325445528,6.5,137.2,6.9,130.0,12.0,21.1076923076923,,,,5,145608.642,275008.62,0.13,0.248,159.0,12.9,159.0,12.9,1.0,22.44,17.044,-22.93,-23.7775931140453,29.6702272879214,0.29,3.90088130717613E+27,29.120083206746400,29.10337751324350,3.60814545051607E+27,3.60814545051607E+27,3.85357204505762E+27,22.5011983295829,22.48449263608,22.4556282604761,22.9653947205124,54.4812084548445
151,1524+3032,152428.67+303237.5,152428.674,0.06,303237.528,0.03,574.0,83.0,438.0,51.0,93.0,17.0,42.1,8.5,29.7,3.8,0.0,0.0,0.0,0.0,42.1,8.5,1.0,5.999046,0.0670820393249937,6.7,24.8,5.7,39.0,14.0,3.70149253731343,,,,5,152428.68100000000,303237.98,0.5,0.274,63.3,11.2,63.3,11.2,1.0,22.13,16.618,-23.57,-24.5626724321917,29.98425901518,0.08,4.3716654379985E+27,28.8163717036301,28.6392500894484,4.0187388922926E+27,4.0187388922926E+27,4.3175908127252E+27,22.2026473643106,22.0255257501289,21.9939749217291,22.5100097716224,19.092455334109
152,1526+2754,152624.02+275452.1,152624.029,0.135,275451.968,-0.13,533.0,120.0,366.0,58.0,148.0,17.0,32.0,10.0,28.3,5.3,0.0,0.0,0.0,0.0,32.0,10.0,1.0,5.999067,0.18741664813991300,5.5,31.1,4.9,25.3,7.6,5.65454545454545,1.0,,,5,152624.064,275451.98,0.6,0.231,30.4,7.1,30.4,7.1,1.0,21.65,16.213,-23.61,-24.330833640050500,29.891523498323500,0.03,3.59884904255036E+27,28.333348413654100,28.355624808365300,3.34255660103572E+27,3.34255660103572E+27,3.55577676781326E+27,21.7110298396758,21.7333062343869,21.7062288185075,22.2118257058532,9.60898947072364
153,1527+1541,152727.38+154100.1,152727.386,0.09,154100.16200000000,0.06,666.0,130.0,390.0,49.0,113.4,9.0,60.0,15.0,42.7,6.7,0.0,0.0,0.0,0.0,60.0,15.0,1.0,5.9991660000000000,0.10816653826392,6.6,47.1,6.1,54.0,12.0,7.13636363636364,1.0,,,5,152727.458,154100.19,1.13,0.228,73.4,11.2,73.4,11.2,1.0,22.02,16.607,-23.18,-23.919364343818600,29.7269357798308,0.09,3.54603302719345E+27,28.7036470880612,28.6161022785288,3.29593019327169E+27,3.29593019327169E+27,3.50369312130466E+27,22.0807175550218,21.9931727454893,21.9664132354478,22.4712683425052,17.4630603209115
160,1544+2827,154430.52+282756.8,154430.52800000000,0.12,282756.937,0.14,521.0,152.0,307.0,52.0,85.0,12.0,19.5,8.2,21.7,4.8,0.0,0.0,0.0,0.0,19.5,8.2,1.0,5.999047,0.184390889145858,6.9,32.9,6.0,56.0,15.0,4.768115942028990,,,,5,154430.54,282757.41,0.67,0.231,46.0,10.1,46.0,10.1,1.0,21.82,16.285,-23.53,-24.2702348463701,29.867283980851400,0.04,3.59884904255036E+27,28.5132326617269,28.1405094414079,3.34255660103572E+27,3.34255660103572E+27,3.55577676781326E+27,21.8909140877486,21.5181908674295,21.4911134515501,21.9967103388958,5.85547795872202
169,1619+2543,161940.56+254323.0,161940.565,0.075,254323.124,0.12,519.4,16.6,383.7,9.2,107.1,3.1,372.0,18.0,344.5,9.5,35.0,12.0,28.3,5.9,407.0,21.6333076527839,1.0,5.999034,0.141509716980849,6.6,345.9,10.0,366.0,18.0,52.4090909090909,,,,5,161940.561,254323.1,0.1,0.269,474.0,21.4,474.0,21.4,1.0,22.99,16.644000000000000,-23.5,-24.512529524281,29.964201852016,0.59,4.28031110915132E+27,29.6729155134059,29.606731580957000,3.93937414859595E+27,3.93937414859594E+27,4.22756425936187E+27,23.0582071275959,22.9529717258037,22.9609847085186,23.4758240942787,176.472121186402
174,1631+2953,163124.42+295301.5,163124.432,0.18,295301.507,0.01,439.0,42.0,347.0,26.0,112.0,13.0,54.9,8.7,67.6,5.7,0.0,0.0,0.0,0.0,54.9,8.7,1.0,5.998989,0.18027756377319900,6.9,70.6,5.5,53.7,8.1,10.231884057971,,,,5,163124.435,295301.46,0.2,0.254,125.0,7.9,125.0,7.9,1.0,22.35,16.707,-23.32,-24.207522022567400,29.8421988513303,0.17,4.0085822891977E+27,29.038627344443200,28.6812896758852,3.70243169015489E+27,3.70243169015489E+27,3.95974237809773E+27,22.4209430010366,22.0636053324786,22.0341160715302,22.5453405973703,20.7105965728478
120,1348+4303,134854.76+430309.1,134854.771,0.165,430309.14200000000,0.04,504.0,58.0,381.0,34.0,4.1,13.0,86.0,14.0,62.4,6.3,0.0,0.0,0.0,0.0,86.0,14.0,1.0,5.998934000000000,0.169779268463496,6.0,66.7,6.7,73.0,12.0,11.1166666666667,,,,6,134854.79,430309.62,0.61,0.275,88.8,6.7,88.8,6.7,1.0,22.28,17.09,-23.11,-24.0903346997399,29.7953239221993,0.17,4.38998259731501E+27,28.966910493313300,28.9529959787782,4.03463461188934E+27,4.03463461188934E+27,4.33564089107885E+27,22.3533824924946,22.3394679779596,22.3078149225286,22.8240883021614,39.3495992583302
125,1408+4303,140808.19+430316.5,140808.19200000000,0.03,430316.458,-0.04,1182.0,350.0,323.0,45.0,19.6,3.3,75.0,21.0,27.5,5.6,0.0,0.0,0.0,0.0,75.0,21.0,1.0,5.998933,0.05,6.5,36.6,5.3,55.0,13.0,5.63076923076923,,,,6,140808.199,430316.9,0.41,0.258,523.0,16.8,523.0,16.8,1.0,22.99,16.922,-23.14,-24.0588756347016,29.782740296184000,0.85,4.08069877721138E+27,29.675291557992400,28.8318511325168,3.76544592460569E+27,3.76544592460569E+27,4.03082822915026E+27,23.0584043280221,22.2149639025465,22.1850597102137,22.697252409284,29.3835605968838
135,1442+4337,144202.82+433708.7,144202.826,0.09,433708.783,0.08,409.0,17.0,364.0,14.0,41.0,13.0,192.0,13.0,183.4,7.4,0.0,0.0,0.0,0.0,192.0,13.0,1.0,5.998924,0.120415945787923,6.5,185.3,7.2,187.0,13.0,28.5076923076923,,,,6,144202.837,433708.81,0.22,0.231,167.0,18.7,167.0,18.7,1.0,22.39,16.849,-22.97,-23.6937551506328,29.6366921025564,0.25,3.59884904255036E+27,29.073191301193,29.1337760587489,3.34255660103572E+27,3.34255660103572E+27,3.55577676781326E+27,22.4508727272146,22.5114574847705,22.4843800688912,22.9899769562369,57.6539368243494
136,1443+4045,144302.59+404525.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,,0.0,7.0,21.0,,21.0,,,,,,6,144302.459,404525.66,1.61,0.246,78.0,11.2,78.0,11.2,1.0,22.12,16.636,-23.32,-24.1243394785476,29.8089258337224,0.1,3.86510791588705E+27,28.8029874240291,28.2331121160725,3.57677982106859E+27,3.57677982106859E+27,3.81830478628886E+27,22.1837010631562,21.6138257551997,21.5851703425027,22.0944492224227,7.33333009065766
145,1458+3631,145824.46+363119.5,145824.475,0.225,363119.459,-0.04,886.0,114.0,630.0,71.0,144.0,13.0,207.0,31.0,50.6,6.1,0.0,0.0,0.0,0.0,207.0,31.0,1.0,5.998982,0.22852789764052900,6.8,53.9,6.3,165.0,25.0,7.92647058823529,,,,6,145824.457,363119.49,0.04,0.246,167.0,9.4,167.0,9.4,1.0,22.45,16.887,-23.07,-23.8981289510676,29.7184416227304,0.26,3.86510791588705E+27,29.1336092924862,29.226863166795500,3.57677982106859E+27,3.57677982106859E+27,3.81830478628886E+27,22.5143229316133,22.6075768059227,22.5789213932257,23.0882002731457,72.2856823221969
171,1627+4736,162750.54+473623.5,162750.55,0.15,473623.461,-0.04,452.0,13.0,390.0,10.0,50.9,7.0,495.0,23.0,441.0,12.0,0.0,0.0,0.0,0.0,495.0,23.0,1.0,5.998849,0.1552417469626,7.1,442.0,13.0,473.0,23.0,62.253521126760600,,,,6,162750.571,473623.38,0.34,0.262,299.0,23.8,299.0,23.8,1.0,22.76,17.218,-22.87,-23.811048225078300,29.683609332334600,0.64,4.1530665304451E+27,29.447316144345200,29.6662501549544,3.82858458086013E+27,3.82858458086013E+27,4.10215718729795E+27,22.8312234542909,23.0501574649,23.0198396584276,23.5329974571571,201.302639203958
172,1630+4711,163051.74+471118.9,163051.744,0.06,471118.958,0.06,603.0,119.0,392.0,55.0,11.0,13.0,51.0,13.0,33.9,5.6,0.0,0.0,0.0,0.0,51.0,13.0,1.0,5.998851,0.0848528137423857,6.7,33.5,6.5,42.0,14.0,5.0,,,,6,163051.738,471118.82,0.08,0.27,64.1,5.4,64.1,5.4,1.0,22.12,16.91,-23.25,-24.2325397886563,29.852205957765800,0.1,4.29855105090999E+27,28.807586076789000,28.7082982233681,3.95523187519182E+27,3.95523187519182E+27,4.24553966358728E+27,22.1930748150166,22.0937869615957,22.0626458453089,22.5777247002719,22.3139631694617
173,1631+4048,163111.28+404805.2,163111.275,-0.075,404805.22,0.02,475.0,89.0,393.0,63.0,7.2,34.1,31.6,9.0,26.6,4.6,0.0,0.0,0.0,0.0,31.6,9.0,1.0,5.998901,0.0776208734813001,6.6,27.5,4.9,49.0,12.1,4.16666666666667,,,,6,163111.292,404805.0,0.24,0.258,49.7,5.0,49.7,5.0,1.0,21.97,17.094,-22.96,-23.884491472114,29.712986631149,0.09,4.08069877721138E+27,28.653146257858500,28.456476951743500,3.76544592460569E+27,3.76544592460569E+27,4.03082822915026E+27,22.0362590278881,21.8395897217732,21.8096855294404,22.3218782285107,12.3802735314869
175,1703+1910,170302.88+191034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,11.4,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,,0.0,3.8,21.0,,21.0,,,,,,6,170302.978,191034.23,1.41,0.29,21.2,7.1,21.2,7.1,1.0,21.71,17.203,-23.11,-24.1716563932864,29.82785259961790,0.04,4.66657626570419E+27,28.3963806693233,28.126949659731,4.27397089577083E+27,4.27397089577083E+27,4.60816739691778E+27,21.7857791319253,21.516348122333,21.4831712092432,22.0030002567465,5.94090035837002
177,1727+6322,172711.80+632242.1,172711.81700000000,0.255,632241.968,-0.13,2080.0,250.0,1070.0,110.0,17.5,6.0,670.0,82.0,53.6,6.1,0.0,0.0,0.0,0.0,670.0,82.0,1.0,5.998709,0.286225435627234,6.8,55.9,5.8,614.0,70.0,8.22058823529412,,,,6,172711.837,632241.72,0.46,0.217,728.0,27.1,728.0,27.1,1.0,22.97,16.73,-22.95,-23.6664111916879,29.6257545189785,0.99,3.35363129415491E+27,29.652799818707100,29.6167432420949,3.12559940302596E+27,3.12559940302596E+27,3.31393735544336E+27,23.0276170058746,22.9915604292624,22.9659732557934,23.4680929108482,173.358412954171
