col1,Name_1,SDSSName,RAobs_1,RAoff,DECobs_1,DECoff,sz_maj,szmajerr,sz_min,szminerr,PA,PAerr,IFimfit,IFerrimfit,PFimfit,PFerrimfit,IFimfitSF,IFerrimfitSF,PFimfitSF,PFerrimfitSF,Flux,FluxErr,Detection,Freq.,RO_Offset,RMS,PF,PF_err,IF,IF_err,S/N,Resolved,SelfCal,Flags,SB,RAobs_Kell,Decobs_Kell,delta,z,S(6)_t,pmt,S(6)_p,pmp,f_c,logL,i,I_2a,MI_Z2,LOGL2500,R,LD_cm,Lrad_K&R_Kell,Lrad_K&R_McC,LD_cm_H070,LD_cm_H070_Om7,LD_cm_H070_Om3,Lrad_K&R_Kell_Om3,Lrad_K&R_MCC_Om3,Lobs,L_1.4GHz,SFR (Msun/yr)
46,1013+2212,101325.43+221229.4,101325.433,0.045,221229.418,0.02,466.0,14.0,396.0,10.0,118.2,6.6,354.0,16.0,292.9,8.3,46.0,16.0,34.5,7.6,400.0,22.62741699796950,1.0,5.998771,0.0492442890089805,6.8,293.5,8.5,380.0,20.0,43.1617647058824,,,,3,101325.42,221229.16,0.28,0.274,365.0,17.8,365.0,17.8,1.0,22.89,17.474,-22.71,-23.718279895269600,29.6465020004112,0.98,4.3716654379985E+27,29.577260858069200,29.6170279849407,4.0187388922926E+27,4.0187388922926E+27,4.3175908127252E+27,22.9635365187497,22.950246916319,22.9717528172214,23.4877876671147,181.401000799137
48,1021+1900,102101.20+190012.3,102101.21,0.15,190012.33,0.03,449.0,51.0,331.0,27.0,95.0,11.0,33.6,5.8,35.9,3.5,0.0,0.0,0.0,0.0,33.6,5.8,1.0,5.998799,0.152970585407784,5.7,36.9,4.9,56.5,9.8,6.47368421052632,,,,3,102101.28,190011.28,1.53,0.247,29.9,8.6,29.9,8.6,1.0,21.71,16.82,-23.14,-23.995505471734800,29.7573922309972,0.04,3.88298665600197E+27,28.3904680341649,28.4411361232303,3.59245867553237E+27,3.59245867553237E+27,3.83593071545261E+27,21.7713824970827,21.8220505861481,21.7932906501045,22.3028134178333,11.8485561085003
50,1036+2750,103609.28+275019.9,103609.282,0.03,275019.929,0.03,822.0,205.0,448.0,78.0,107.0,11.0,75.0,22.0,31.4,6.5,0.0,0.0,0.0,0.0,75.0,22.0,1.0,5.998752,0.0424264068711929,5.7,31.9,6.5,70.0,20.0,5.596491228070180,1.0,,,3,103609.28,275020.68,0.78,0.282,29.3,5.6,29.3,5.6,1.0,21.83,17.436,-22.82,-23.8404858497963,29.6953843822218,0.08,4.51863254790691E+27,28.509740250994200,28.9179338940318,4.14611567532631E+27,4.14611567532631E+27,4.46240704566743E+27,21.8975822571859,22.3057759002235,22.2734094926687,22.7913473605904,36.4921433519542
57,1100+2838,110052.34+283801.2,110052.338,-0.03,283801.125,-0.07,518.0,117.0,255.0,28.0,18.2,5.8,21.6,6.5,22.5,3.5,0.0,0.0,0.0,0.0,21.6,6.5,1.0,5.998769,0.0761577310586391,5.5,25.1,4.5,32.3,9.8,4.56363636363636,,,,3,110052.34,283801.2,0.0,0.243,30.6,8.3,30.6,8.3,1.0,21.7,17.119,-22.81,-23.6084554774009,29.602572233263700,0.06,3.81156735114096E+27,28.3848122700921,28.2335445947614,3.52979091408969E+27,3.52979091408969E+27,3.76551959012333E+27,21.7649224518185,21.6136547764879,21.5853134378954,22.0938594782383,7.32337865473461
61,1118+3103,111842.83+310317.4,111842.831,0.015,310317.403,0.0,486.0,56.0,394.0,38.0,38.0,18.0,44.9,7.3,30.7,3.2,0.0,0.0,0.0,0.0,44.9,7.3,1.0,5.998766000000000,0.015,6.6,29.0,5.1,28.5,8.8,4.39393939393939,,,,3,111842.85,310317.4,0.26,0.27,134.0,9.7,134.0,9.7,1.0,22.44,17.444000000000000,-22.71,-23.7078833407148,29.6423433785892,0.35,4.29855105090999E+27,29.127832845635000,28.652974388273500,3.95523187519182E+27,3.95523187519182E+27,4.24553966358728E+27,22.5133215838626,22.0384631265011,22.0073220102143,22.5224008651773,19.6450381629188
64,1125+2513,112503.68+251302.3,112503.692,0.18,251302.267,-0.03,544.0,101.0,368.0,50.0,135.0,14.0,44.0,11.0,30.1,4.7,0.0,0.0,0.0,0.0,44.0,11.0,1.0,5.998809,0.182482875908947,6.7,33.5,5.7,53.0,14.0,5.0,,,,3,112503.72300000000,251302.32,0.58,0.272,93.6,9.3,93.6,9.3,1.0,22.3,17.191,-22.98,-23.9460455581352,29.737608265557400,0.19,4.33507735745653E+27,28.979148404395000,28.6513252321431,3.98697018658942E+27,3.98697018658942E+27,4.28153536853252E+27,22.3650309180628,22.0372077458109,22.0058616124172,22.5214188406297,19.6006670839334
81,1204+1702,120447.91+170256.8,120447.916,0.09,170256.83400000000,0.03,439.0,22.0,384.0,17.0,152.0,13.0,215.0,17.0,180.1,8.5,0.0,0.0,0.0,0.0,215.0,17.0,1.0,5.998899,0.0948683298050514,6.9,181.7,7.5,216.0,15.0,26.3333333333333,,,,3,120447.93,170256.45,0.45,0.298,214.0,11.9,214.0,11.9,1.0,22.74,17.084,-23.29,-24.325456685889500,29.889372716659100,0.4,4.81548724542493E+27,29.4269368251293,29.4289615116957,4.40229839038582E+27,4.40229839038582E+27,4.75486257975363E+27,22.8178819849373,22.8199066715037,22.7859242637644,23.3076327987832,119.807721936124
86,1212+1859,121224.89+185920.1,121224.899,0.135,185920.173,0.07,629.0,80.0,388.0,34.0,123.7,7.1,117.0,19.0,68.9,7.3,0.0,0.0,0.0,0.0,117.0,19.0,1.0,5.998891,0.152069063257456,6.5,70.9,6.6,127.9,16.0,10.907692307692300,,,,3,121224.9,185920.09,0.14,0.215,171.0,10.4,171.0,10.4,1.0,22.33,16.972,-22.69,-23.3941427694412,29.516847150079800,0.29,3.31886271740258E+27,29.014826789673,28.850016541027000,3.09473797022561E+27,3.09473797022561E+27,3.27964321285104E+27,22.3892320579508,22.2244218093048,22.1990489259245,22.7006685707723,29.6156031858789
92,1233+3101,123341.68+310102.8,123341.673,-0.105,310102.684,-0.12,1340.0,400.0,500.0,100.0,58.2,7.3,105.0,32.0,22.0,5.5,0.0,0.0,0.0,0.0,105.0,32.0,1.0,5.998821,0.15945218719102,6.8,22.4,3.9,241.0,45.0,3.29411764705882,,,,3,123341.64,310103.54,0.9,0.29100000000000000,61.6,6.2,61.6,6.2,1.0,22.18,16.771,-23.55,-24.5808390368862,29.9915256570578,0.09,4.68513743192475E+27,28.862972494861200,29.0945810817667,4.28998613014631E+27,4.28998613014631E+27,4.62645336078504E+27,22.2525648256837,22.4841734125892,22.4508955399093,22.9709601597896,55.1838722237941
97,1248+3424,124853.89+342429.4,124853.902,0.18,342429.391,-0.01,607.0,74.0,495.0,53.0,12.0,21.0,108.0,17.0,50.1,5.7,0.0,0.0,0.0,0.0,108.0,17.0,1.0,5.998808,0.18027756377319900,6.5,51.3,7.1,90.0,18.0,7.89230769230769,,,,3,124853.89,342429.68,0.28,0.271,92.2,5.9,92.2,5.9,1.0,22.29,17.552,-22.61,-23.6029133645125,29.6003553881083,0.27,4.3168064731848E+27,28.969037400066400,29.037730234499700,3.97109722536270E+27,3.97109722536270E+27,4.26353003945263E+27,22.3547231046988,22.4234159391321,22.3921722739659,22.9074904096475,47.6806778925477
99,1252+1402,125236.15+140213.9,125236.156,0.09,140214.02600000000,0.13,519.0,39.0,448.0,30.0,148.0,18.0,174.0,18.0,110.0,7.7,0.0,0.0,0.0,0.0,174.0,18.0,1.0,5.99896,0.15811388300841900,6.5,112.6,7.8,155.0,17.0,17.3230769230769,,,,3,125236.155,140214.06,0.18,0.266,236.0,10.7,236.0,10.7,1.0,22.68,17.453,-22.67,-23.662171583109600,29.6240586755472,0.62,4.22568435241734E+27,29.3592009835131,29.226838228825600,3.89184683592935E+27,3.89184683592935E+27,4.17372806105626E+27,22.7439002771492,22.6115375224617,22.5808074107573,23.094927255028,73.4140640995889
100,1253+1227,125343.71+122721.5,125343.724,0.21,122721.467,-0.03,473.0,34.0,434.0,29.0,37.0,31.0,108.0,12.0,78.8,5.4,0.0,0.0,0.0,0.0,108.0,12.0,1.0,5.998973,0.212132034355964,6.4,79.9,6.8,100.0,14.0,12.484375,,,,3,125343.73600000000,122720.95,0.67,0.207,221.0,12.0,221.0,12.0,1.0,22.73,16.874000000000000,-22.71,-23.3612336739716,29.503683511892,0.34,3.18045093413941E+27,29.090082478295600,28.77911396009750,2.9716279629375E+27,2.9716279629375E+27,3.14310869976460E+27,22.4628331201554,22.1518646019572,22.127352420928,22.6269637602899,24.9928493811843
104,1304+3951,130456.91+395111.4,130456.912,0.03,395111.376,-0.02,447.0,14.0,400.0,12.0,65.0,11.0,275.0,13.0,215.7,6.6,0.0,0.0,0.0,0.0,275.0,13.0,1.0,5.998781,0.0360555127546399,6.6,216.4,6.6,296.6,14.3,32.787878787878800,,,,3,130456.91,395111.38,0.02,0.271,253.0,15.9,253.0,15.9,1.0,22.72,17.504,-22.66,-23.66466906630410,29.625057668825,0.7,4.3168064731848E+27,29.407427000188600,29.443639172843,3.97109722536270E+27,3.97109722536270E+27,4.26353003945263E+27,22.793112704821,22.8293248774755,22.7980812123092,23.3133993479908,121.409133522687
109,1320+2957,132059.41+295728.1,132059.423,0.195,295728.061,-0.04,572.0,93.0,491.0,72.0,23.0,39.0,123.0,27.0,59.9,9.2,0.0,0.0,0.0,0.0,123.0,27.0,1.0,5.998861,0.199060292373944,6.6,65.6,8.1,104.0,19.0,9.93939393939394,,,,3,132059.40300000000,295728.18,0.27,0.206,112.0,8.7,112.0,8.7,1.0,22.11,16.918,-22.65,-23.312052304705700,29.4840109641856,0.18,3.16322431630272E+27,28.7902987970195,28.830985885788800,2.95627722164147E+27,2.95627722164147E+27,3.12611443822801E+27,22.1628418235728,22.203528912342,22.1791247200007,22.6784840857574,28.1407778263545
111,1321+3555,132136.86+355553.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,19.8,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,,0.0,6.6,19.8,,19.8,,,,,,3,132136.81,355552.61,1.0,0.28300000000000000,81.0,5.6,81.0,5.6,1.0,22.27,17.018,-23.24,-24.2446926998286,29.857067122234800,0.14,4.53707229673383E+27,28.954793407002300,28.3429735783851,4.16207154092951E+27,4.16207154092951E+27,4.48057564928987E+27,22.3428305083674,21.7310106797503,21.6985426828378,22.216717592594,9.71783686554104
113,1322+3623,132257.89+362300.0,132257.907,1.605,362300.063,0.06,631.0,64.0,524.0,48.0,117.0,20.0,195.0,25.0,77.1,7.4,0.0,0.0,0.0,0.0,195.0,25.0,1.0,5.9988160000000000,1.60612110377767,6.6,79.1,7.6,187.0,24.0,11.984848484848500,,,,3,132257.95,362300.47,0.87,0.295,153.0,14.7,153.0,14.7,1.0,22.59,17.65,-22.7,-23.7508123065995,29.659514964943100,0.48,4.75953286731232E+27,29.2713641464501,29.376707326995,4.35412062133923E+27,4.35412062133923E+27,4.69974292190665E+27,22.661730430321,22.767073610866,22.7333926803408,23.2543977685267,105.986311969043
114,1330+3119,133053.27+311930.5,133053.27600000000,0.09,311930.59,0.09,405.0,20.0,345.0,14.0,101.0,10.0,161.0,12.0,152.6,6.8,0.0,0.0,0.0,0.0,161.0,12.0,1.0,5.998857,0.127279220613579,6.6,154.3,7.4,154.0,13.0,23.3787878787879,,,,3,133053.37,311930.47,1.29,0.242,108.0,14.4,108.0,14.4,1.0,22.24,17.17,-22.75,-23.528054303168000,29.5704117635705,0.22,3.79375244458687E+27,28.9285502389861,29.101952359531,3.51414387517041E+27,3.51414387517041E+27,3.7479554514909E+27,22.3084589386336,22.4818610591785,22.4536245804264,22.9619259478086,54.0477923628207
121,1353+3620,135326.12+362049.4,135326.12,0.0,362039.541,0.14,454.2,11.7,401.1,9.2,66.3,7.5,550.0,22.0,449.0,11.0,0.0,0.0,0.0,0.0,550.0,22.0,1.0,5.998834,0.14,7.3,450.1,9.6,526.0,19.0,61.657534246575300,,,,3,135326.13,362046.56,0.16,0.285,389.0,25.8,389.0,25.8,1.0,22.96,16.011,-24.26,-25.298211541126000,30.2784746587537,0.27,4.57399749937083E+27,29.6430954944232,29.793508582591700,4.19400564986049E+27,4.19400564986049E+27,4.51695703899142E+27,23.0315223236162,23.1819354117847,23.1492644734845,23.6679129131454,274.640717355978
124,1406+1442,140658.70+144238.3,140658.708,0.12,144238.345,0.05,428.0,25.0,390.0,21.0,150.0,24.0,131.0,12.0,115.9,6.6,0.0,0.0,0.0,0.0,131.0,12.0,1.0,5.999007,0.13,6.9,117.5,6.5,122.0,12.0,17.0289855072464,,,,3,140658.709,144238.41,0.17,0.266,144.0,7.4,144.0,7.4,1.0,22.46,16.629,-23.5,-24.485157384226400,29.9532529959939,0.18,4.22568435241734E+27,29.1446514726382,29.103560276198800,3.89184683592935E+27,3.89184683592935E+27,4.17372806105626E+27,22.5293507662744,22.4882595698349,22.4575294581305,22.9716493024012,55.2715080290053
129,1421+0739,142146.16+073908.3,142146.161,0.015,73908.367,0.07,426.0,36.0,395.0,31.0,83.0,43.0,69.9,9.8,67.0,5.5,0.0,0.0,0.0,0.0,69.9,9.8,1.0,5.999072,0.0715891053163818,6.8,69.8,8.4,82.0,16.0,10.264705882352900,,,,3,142146.16,73908.4,0.1,0.231,102.0,5.9,102.0,5.9,1.0,22.18,16.887,-22.93,-23.6628447484268,29.624327941674,0.16,3.59884904255036E+27,28.859075001807300,28.6949520057911,3.34255660103572E+27,3.34255660103572E+27,3.55577676781326E+27,22.2367564278289,22.0726334318127,22.0455560159333,22.551152903279,20.9896363751131
130,1421+1520,142138.50+152045.9,142138.50400000000,0.06,152045.812,-0.09,546.0,71.0,447.0,50.0,105.0,22.0,106.0,19.0,66.7,8.0,0.0,0.0,0.0,0.0,106.0,19.0,1.0,5.999011,0.10816653826392,6.6,68.0,5.9,93.4,10.5,10.303030303030300,,,,3,142138.5,152045.88,0.02,0.231,180.0,7.4,180.0,7.4,1.0,22.42,17.164,-22.65,-23.388281854882000,29.514502784256100,0.36,3.59884904255036E+27,29.105747335148700,28.8757806953101,3.34255660103572E+27,3.34255660103572E+27,3.55577676781326E+27,22.4834287611703,22.2534621213318,22.2263847054524,22.7319815927981,31.8297776217746
131,1425+0803,142522.37+080327.1,142522.384,0.21,80327.13800000000,0.04,457.0,20.0,402.0,16.0,114.0,12.0,220.0,15.0,193.5,7.9,0.0,0.0,0.0,0.0,220.0,15.0,1.0,5.999071,0.21377558326431900,6.5,194.9,7.2,216.0,13.0,29.9846153846154,,,,3,142522.38,80327.02,0.17,0.23,138.0,6.5,138.0,6.5,1.0,22.3,16.803,-23.01,-23.737657660564600,29.654253106529200,0.2,3.5812274628942E+27,28.9861963511905,29.1887399456114,3.32700630891512E+27,3.32700630891512E+27,3.53839982249408E+27,22.363674293005,22.5662178874259,22.5392463539941,23.0445961822955,65.3804934356874
15,0907+0215,090725.91+021521.1,90725.919,0.135,21521.07,-0.03,778.0,138.0,286.0,21.0,52.3,2.5,26.3,5.4,20.3,2.3,0.0,0.0,0.0,0.0,26.3,5.4,1.0,5.999145,0.138293166859393,6.5,19.4,2.7,17.1,5.1,2.98461538461538,0.0,,,4,90725.93800000000,21520.36,0.85,0.273,35.1,5.6,35.1,5.6,1.0,21.87,17.091000000000000,-23.09,-24.0864911435915,29.7937864997399,0.07,4.35336368522288E+27,28.5567334813977,28.431382113421600,4.00285074638462E+27,4.00285074638462E+27,4.29955563241967E+27,21.9428126469941,21.8174612790181,21.786012757922,22.3018088907733,11.8211819617119
23,0934+0306,093433.95+030645.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,31.5,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,,0.0,10.5,61.4,7.0,224.0,32.0,5.84761904761905,0.0,,,4,93433.942,30645.48,0.4,0.297,71.0,4.4,71.0,4.4,1.0,22.26,17.681000000000000,-22.68,-23.7131264729575,29.6444406314863,0.23,4.79682079351871E+27,28.9445083291632,28.5915605342337,4.38623183368469E+27,4.38623183368469E+27,4.73647487382827E+27,22.3352606811483,21.9823128862189,21.9484308933936,22.4699051269462,17.4083311149016
45,1013+0204,101312.15+020416.4,101312.152,0.03,20416.366,-0.03,587.0,110.0,292.0,28.0,20.3,5.1,23.5,5.7,21.9,2.9,0.0,0.0,0.0,0.0,23.5,5.7,1.0,5.9992230000000000,0.0424264068711929,4.0,25.0,2.0,32.1,4.3,6.3,0.0,,,4,101312.22,20416.09,1.09,0.22,21.5,8.6,21.5,8.6,1.0,21.45,16.792,-22.92,-23.6374590978691,29.614173681451,0.03,3.40590775161517E+27,28.136221258431,28.1748506607871,3.17195403071439E+27,3.17195403071439E+27,3.3654983243849E+27,21.5116550304725,21.5502844328286,21.5243764836262,22.0272446153923,6.2819811230071
58,1102+0844,110205.92+084435.7,110205.974,0.81,84435.134,-0.57,724.0,203.0,440.0,90.0,127.0,16.0,48.0,16.0,21.8,5.2,0.0,0.0,0.0,0.0,48.0,16.0,1.0,5.999218,0.990454441153151,6.2,31.6,3.7,27.4,5.9,5.09677419354839,0.0,,,4,110205.92300000000,84435.17,0.53,0.294,68.7,8.3,68.7,8.3,1.0,22.24,16.344,-24.0,-25.0431430746449,30.1764472721613,0.07,4.74091142917165E+27,28.9203251234832,28.7646096237992,4.33807598916988E+27,4.33807598916988E+27,4.68139871181101E+27,22.3104981465676,22.1547826468836,22.1212023639838,22.6419726077105,25.8716793108282
67,1129+0629,112959.40+062952.9,112959.405,0.075,62952.914,0.01,664.0,92.0,409.0,40.0,108.3,7.9,102.0,18.0,55.9,6.5,0.0,0.0,0.0,0.0,102.0,18.0,1.0,5.999255000000000,0.0756637297521078,6.1,61.0,5.9,81.0,13.0,10.0,1.0,,,4,112959.38,62952.96,0.3,0.241,154.0,9.2,154.0,9.2,1.0,22.39,17.245,-22.67,-23.4597825155085,29.54310304850670,0.34,3.77595354383446E+27,29.0786674570328,28.899746907958300,3.49850482367575E+27,3.49850482367575E+27,3.7304068077711E+27,22.4583745093258,22.2794539602513,22.2513224258017,22.7593789231446,33.9024383415229
68,1130+0222,113020.99+022211.5,113021.0,0.15,22211.503,0.0,434.0,20.0,391.0,17.0,44.0,17.0,127.1,9.6,114.0,5.1,0.0,0.0,0.0,0.0,127.1,9.6,1.0,5.999286,0.15,6.5,115.1,5.3,118.3,9.4,17.7076923076923,1.0,,,4,113021.01,22211.95,0.54,0.241,142.0,10.6,142.0,10.6,1.0,22.36,17.285,-22.63,-23.442286447498200,29.5361046213026,0.32,3.77595354383446E+27,29.0434350805794,28.9952922867504,3.49850482367575E+27,3.49850482367575E+27,3.7304068077711E+27,22.4231421328724,22.3749993390434,22.3468678045937,22.8549243019366,42.2450971883006
78,1157-0022,115758.72-002220.9,115758.727,0.105,-2220.776,-0.12,958.0,220.0,480.0,77.0,166.5,8.7,138.0,35.0,47.1,9.1,0.0,0.0,0.0,0.0,138.0,35.0,1.0,5.999321,0.15945218719102,6.5,76.6,6.5,146.5,18.5,11.7846153846154,,,,4,115758.72,-2220.65,0.25,0.26,156.0,9.3,156.0,9.3,1.0,22.47,17.23,-22.84,-24.271411134711,29.867754496188000,0.34,4.1168513205554E+27,29.1573687861437,29.104123274190500,3.79699975164155E+27,3.79699975164155E+27,4.06646239441356E+27,22.5408791467365,22.4876336347833,22.457522471248,22.9701981031241,55.0871259708188
77,1157-0315,115753.20-031537.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,28.5,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,,0.0,9.5,443.0,10.0,656.0,23.0,46.6315789473684,,,,4,115753.20200000000,-31536.99,0.32,0.215,604.0,21.7,604.0,21.7,1.0,22.88,16.801,-22.86,-23.4828656772392,29.552336313199,0.87,3.31886271740258E+27,29.562867617902000,28.2366755392893,3.09473797022561E+27,3.09473797022561E+27,3.27964321285104E+27,22.9372728861797,21.6110808075671,21.5857079241868,22.0873275690346,7.214057186303
80,1202+0225,120233.08+022559.7,120233.084,0.06,22559.705,0.01,516.0,73.0,318.0,28.0,123.6,7.2,32.0,6.3,29.9,3.4,34.0,13.0,26.1,6.2,66.0,14.4461067419565,1.0,5.999303,0.0608276253029822,6.9,33.9,4.1,101.0,15.6,4.91304347826087,,,,4,120233.09,22559.94,0.28,0.273,434.0,14.3,434.0,14.3,1.0,22.97,17.292,-22.89,-23.9671535250459,29.7460514523217,0.99,4.35336368522288E+27,29.6489160944444,28.83097030047370,4.00285074638462E+27,4.00285074638462E+27,4.29955563241967E+27,23.0349952600408,21.9026555088482,22.1856009449741,22.7013970778254,29.6653235541052
83,1209+0232,120944.81+023212.7,120944.814,0.06,23212.729,0.03,709.0,156.0,493.0,87.0,122.0,19.0,93.0,25.0,40.7,8.0,0.0,0.0,0.0,0.0,93.0,25.0,1.0,5.999306,0.0670820393249937,6.8,45.5,6.9,61.0,15.0,6.691176470588240,,,,4,120944.8,23212.47,0.27,0.238,107.0,11.5,107.0,11.5,1.0,22.22,17.276,-22.61,-23.363176399275800,29.5044606020136,0.24,3.72265306643376E+27,28.908497697845200,28.8475968687139,3.45163572876044E+27,3.45163572876044E+27,3.67785403564677E+27,22.2875988135893,22.226697984458,22.1988817910528,22.7062024926255,29.9953893964577
84,1210+0154,121018.34+015405.9,121018.352,0.18,15405.908,0.01,408.0,69.0,366.0,55.0,54.0,55.0,41.0,11.0,42.4,6.8,0.0,0.0,0.0,0.0,41.0,11.0,1.0,5.999311,0.18027756377319900,6.6,45.7,4.0,29.5,5.3,6.92424242424242,,,,4,121018.33,15406.29,0.42,0.21600000000000000,35.7,4.7,35.7,4.7,1.0,21.65,16.914,-22.76,-23.4332236844088,29.5324795160668,0.06,3.33623875337153E+27,28.338927374888500,28.3990430154961,3.11016451181394E+27,3.11016451181394E+27,3.29678228756486E+27,21.7135386890423,21.7736543296498,21.7481742571688,22.2500440099183,10.4929117811684
89,1220+0641,122018.43+064119.6,122018.441,0.165,64119.59,-0.01,412.0,11.5,381.5,9.9,11.0,14.0,338.0,15.0,318.9,8.6,0.0,0.0,0.0,0.0,338.0,15.0,1.0,5.9992790000000000,0.165302752548165,6.9,322.0,8.6,343.0,16.0,46.6666666666667,,,,4,122018.45,64119.53,0.31,0.28600000000000000,392.0,14.8,392.0,14.8,1.0,22.97,17.455,-22.83,-23.8727002751436,29.7082701523608,1.04,4.59248291660373E+27,29.649833861094200,29.585464494351400,4.20998386899262E+27,4.20998386899262E+27,4.53516978871925E+27,23.0384553234514,22.9740859567086,22.9413136661321,23.4601985944376,170.235686363937
96,1245+0321,124551.03+032128.3,124551.042,0.18,32128.298,0.0,535.0,46.0,436.0,32.0,55.0,15.0,137.0,17.0,86.0,6.9,0.0,0.0,0.0,0.0,137.0,17.0,1.0,5.99931,0.18,6.9,87.8,6.9,137.0,16.0,12.7246376811594,,,,4,124551.04,32128.23,0.17,0.227,124.0,8.8,124.0,8.8,1.0,22.24,16.966000000000000,-22.81,-23.53670214088,29.573870898660000,0.21,3.52846020953655E+27,28.9271637505759,28.9704626325701,3.28040439760424E+27,3.28040439760423E+27,3.48636340376342E+27,22.3040302263062,22.3473291083004,22.3206757394823,22.825283183685,39.4580115253142
103,1304+0205,130416.99+020537.0,130416.98,-0.15,20536.877,-0.12,1261.0,191.0,683.0,86.0,44.4,7.8,227.0,36.0,39.6,5.5,0.0,0.0,0.0,0.0,227.0,36.0,1.0,5.999322,0.19209372712298500,6.4,46.6,5.1,234.0,42.0,7.28125,,,,4,130417.0,20537.25,0.29,0.229,215.0,11.1,215.0,11.1,1.0,22.49,17.046,-22.75,-23.4465454781586,29.5378082335668,0.39,3.56362211804653E+27,29.174581172312500,29.19816856959000,3.31146416835724E+27,3.31146416835724E+27,3.52103860060595E+27,22.5518554612037,22.5754428584813,22.5485772936153,23.0536798619296,66.7623897159788
105,1307+0107,130756.57+010709.6,130756.576,0.09,10709.676,0.08,606.0,67.0,343.0,23.0,168.0,4.6,103.0,14.0,74.3,6.5,0.0,0.0,0.0,0.0,103.0,14.0,1.0,5.999329,0.120415945787923,6.5,77.3,6.2,89.0,12.0,11.892307692307700,,,,4,130756.57,10709.86,0.26,0.276,138.0,9.0,138.0,9.0,1.0,22.48,17.033,-23.17,-24.1819284396946,29.8319614181812,0.25,4.408315144721E+27,29.161894138007400,29.0348522763113,4.05053789278231E+27,4.05053789278231E+27,4.35370584912868E+27,22.5485623193674,22.4215204576713,22.3897652553557,22.9062769777191,47.5476425741354
137,1444+0633,144414.66+063306.7,144414.666,0.09,63306.726,0.03,457.4,14.5,361.7,9.1,158.9,4.3,272.0,13.0,255.8,7.2,89.0,19.0,30.9,4.5,361.0,23.0217288664427,1.0,5.999263,0.0948683298050514,6.9,256.5,7.4,261.0,13.0,37.1739130434783,,,,4,144414.67,63307.1,0.43,0.208,255.0,16.0,255.0,16.0,1.0,22.47,16.552,-23.04,-23.7163623519735,29.64573498309270,0.29,3.19769423192929E+27,29.1568189529457,29.3077859744174,2.98698718504982E+27,2.98698718504982E+27,3.16011912960363E+27,22.5297770345064,22.5578057581067,22.6561239756926,23.155987079986,84.4965722947469
146,1502+0645,150204.10+064516.0,150204.108,0.12,64516.09100000000,0.09,569.0,186.0,290.0,49.0,21.0,9.4,18.8,8.0,17.8,4.2,0.0,0.0,0.0,0.0,18.8,8.0,1.0,5.999251,0.15,6.5,22.2,4.0,39.0,11.0,3.41538461538462,,,,4,150204.11800000000,64516.07,0.28,0.28800000000000000,50.8,5.9,50.8,5.9,1.0,22.09,16.772000000000000,-23.52,-24.55709248195390,29.982027035084900,0.07,4.62949929158494E+27,28.7691819830486,28.337476120028400,4.24196257632968E+27,4.24196257632968E+27,4.57163930719088E+27,22.1581922515048,21.7264863884845,21.6935116295774,22.2128689839878,9.63210028540296
155,1529+0216,152925.98+021646.6,152925.981,0.015,21646.63,0.03,942.0,151.0,785.0,118.0,129.0,33.0,183.0,34.0,41.2,6.4,0.0,0.0,0.0,0.0,183.0,34.0,1.0,5.999263,0.0335410196624968,6.9,44.8,6.6,111.0,22.0,6.49275362318841,,,,4,152925.995,21646.15,0.5,0.263,152.0,11.0,152.0,11.0,1.0,22.47,17.49,-22.61,-23.5945186670728,29.5969975091324,0.41,4.17119758863805E+27,29.157169094015400,29.2377765958011,3.84438858920191E+27,3.84438858920191E+27,4.12002727258953E+27,22.541274638858,22.6218821406436,22.591461135477,23.1048597311595,75.1124179823702
166,1617+0638,161711.42+063833.4,161711.424,0.06,63833.45,0.05,528.9,9.8,357.1,4.5,137.1,1.3,480.0,13.0,466.2,7.1,0.0,0.0,0.0,0.0,480.0,13.0,1.0,5.999187,0.0781024967590666,7.4,467.1,7.0,468.0,12.0,63.1216216216216,,,,4,161711.424,63833.19,0.22,0.229,266.0,11.3,266.0,11.3,1.0,22.58,16.627,-23.17,-23.90059738192190,29.719428995072100,0.33,3.56362211804653E+27,29.2670243490279,29.5233839497725,3.31146416835724E+27,3.31146416835724E+27,3.52103860060595E+27,22.6442986379192,22.9006582386637,22.8737926737978,23.3788952421121,141.171572967721
167,1617+0854,161723.67+085414.7,161723.671,0.015,85414.743,0.04,581.5,19.3,380.0,8.6,139.0,2.1,360.0,16.0,300.2,8.2,26.7,8.6,29.0,4.9,386.7,18.164801127455300,1.0,5.99917,0.0427200187265877,6.5,301.9,7.6,406.0,18.6,46.44615384615380,,,,4,161723.674,85414.72,0.06,0.206,381.0,15.2,381.0,15.2,1.0,22.64,16.255,-23.31,-23.9983983171703,29.7585493691714,0.33,3.16322431630272E+27,29.322005750025,29.3284549464224,2.95627722164147E+27,2.95627722164147E+27,3.12611443822801E+27,22.6945487765782,22.6699263016699,22.6765937806344,23.1759531463911,88.4718600443261
